service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,delay_time,day_week
2022-10-01,07,Inbound,57066359.0,890,bcec,3,Midpoint,Schedule,1900-01-01 13:35:00,1900-01-01 13:40:40,,,5.666666666666667,0
2022-10-01,07,Inbound,57066359.0,892,sosta,4,Midpoint,Schedule,1900-01-01 13:38:00,1900-01-01 13:44:29,,,6.483333333333333,0
2022-10-01,07,Inbound,57066359.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 13:44:00,1900-01-01 13:48:17,,,4.283333333333333,0
2022-10-01,07,Inbound,57066361.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 14:08:00,1900-01-01 14:07:46,,,0.0,0
2022-10-01,07,Inbound,57066361.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 14:12:00,1900-01-01 14:12:35,,,0.5833333333333334,0
2022-10-01,07,Inbound,57066361.0,890,bcec,3,Midpoint,Schedule,1900-01-01 14:17:00,1900-01-01 14:19:02,,,2.033333333333333,0
2022-10-01,07,Inbound,57066361.0,892,sosta,4,Midpoint,Schedule,1900-01-01 14:20:00,1900-01-01 14:22:46,,,2.7666666666666666,0
2022-10-01,07,Inbound,57066361.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 14:26:00,1900-01-01 14:26:38,,,0.6333333333333333,0
2022-10-01,07,Inbound,57066363.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 14:50:00,1900-01-01 14:52:11,,,2.183333333333333,0
2022-10-01,07,Inbound,57066363.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 14:54:00,1900-01-01 14:56:20,,,2.3333333333333335,0
2022-10-01,07,Inbound,57066363.0,890,bcec,3,Midpoint,Schedule,1900-01-01 14:59:00,1900-01-01 15:03:55,,,4.916666666666667,0
2022-10-01,07,Inbound,57066363.0,892,sosta,4,Midpoint,Schedule,1900-01-01 15:02:00,1900-01-01 15:07:45,,,5.75,0
2022-10-01,07,Inbound,57066363.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 15:08:00,1900-01-01 15:09:50,,,1.8333333333333333,0
2022-10-01,07,Inbound,57066365.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 15:30:00,1900-01-01 15:35:24,,,5.4,0
2022-10-01,07,Inbound,57066365.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 15:34:00,1900-01-01 15:38:16,,,4.266666666666667,0
2022-10-01,07,Inbound,57066365.0,890,bcec,3,Midpoint,Schedule,1900-01-01 15:38:00,1900-01-01 15:43:45,,,5.75,0
2022-10-01,07,Inbound,57066365.0,892,sosta,4,Midpoint,Schedule,1900-01-01 15:41:00,1900-01-01 15:47:47,,,6.783333333333333,0
2022-10-01,07,Inbound,57066365.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 15:47:00,1900-01-01 15:49:19,,,2.316666666666667,0
2022-10-01,07,Inbound,57066367.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 16:10:00,1900-01-01 16:12:52,,,2.8666666666666667,0
2022-10-01,07,Inbound,57066367.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 16:14:00,1900-01-01 16:17:20,,,3.3333333333333335,0
2022-10-01,07,Inbound,57066367.0,890,bcec,3,Midpoint,Schedule,1900-01-01 16:18:00,1900-01-01 16:22:01,,,4.016666666666667,0
2022-10-01,07,Inbound,57066367.0,892,sosta,4,Midpoint,Schedule,1900-01-01 16:21:00,1900-01-01 16:26:06,,,5.1,0
2022-10-01,07,Inbound,57066367.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 16:27:00,1900-01-01 16:28:08,,,1.1333333333333333,0
2022-10-01,07,Inbound,57066369.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 16:50:00,,,,0.0,0
2022-10-01,07,Inbound,57066369.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 16:54:00,,,,0.0,0
2022-10-01,07,Inbound,57066369.0,890,bcec,3,Midpoint,Schedule,1900-01-01 16:58:00,,,,0.0,0
2022-10-01,07,Inbound,57066369.0,892,sosta,4,Midpoint,Schedule,1900-01-01 17:01:00,,,,0.0,0
2022-10-01,07,Inbound,57066369.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 17:07:00,,,,0.0,0
2022-10-01,07,Inbound,57066334.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 17:30:00,1900-01-01 17:32:58,,,2.966666666666667,0
2022-10-01,07,Inbound,57066334.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 17:34:00,1900-01-01 17:37:09,,,3.15,0
2022-10-01,07,Inbound,57066334.0,890,bcec,3,Midpoint,Schedule,1900-01-01 17:38:00,1900-01-01 17:41:51,,,3.85,0
2022-10-01,07,Inbound,57066334.0,892,sosta,4,Midpoint,Schedule,1900-01-01 17:41:00,1900-01-01 17:45:58,,,4.966666666666667,0
2022-10-01,07,Inbound,57066334.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 17:47:00,1900-01-01 17:47:38,,,0.6333333333333333,0
2022-10-01,07,Inbound,57066336.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 18:10:00,1900-01-01 18:10:13,,,0.21666666666666667,0
2022-10-01,07,Inbound,57066336.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 18:14:00,1900-01-01 18:15:37,,,1.6166666666666667,0
2022-10-01,07,Inbound,57066336.0,890,bcec,3,Midpoint,Schedule,1900-01-01 18:18:00,1900-01-01 18:20:09,,,2.15,0
2022-10-01,07,Inbound,57066336.0,892,sosta,4,Midpoint,Schedule,1900-01-01 18:21:00,1900-01-01 18:24:21,,,3.35,0
2022-10-01,07,Inbound,57066336.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 18:27:00,1900-01-01 18:25:53,,,0.0,0
2022-10-01,07,Inbound,57066338.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 18:50:00,1900-01-01 18:56:16,,,6.266666666666667,0
2022-10-01,07,Inbound,57066338.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 18:54:00,1900-01-01 19:00:14,,,6.233333333333333,0
2022-10-01,07,Inbound,57066338.0,890,bcec,3,Midpoint,Schedule,1900-01-01 18:58:00,1900-01-01 19:06:57,,,8.95,0
2022-10-01,07,Inbound,57066338.0,892,sosta,4,Midpoint,Schedule,1900-01-01 19:01:00,1900-01-01 19:12:41,,,11.683333333333334,0
2022-10-01,07,Inbound,57066338.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 19:06:00,1900-01-01 19:15:47,,,9.783333333333333,0
2022-10-01,07,Inbound,57066340.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 19:30:00,,,,0.0,0
2022-10-01,07,Inbound,57066340.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 19:33:00,1900-01-01 19:41:52,,,8.866666666666667,0
2022-10-01,07,Inbound,57066340.0,890,bcec,3,Midpoint,Schedule,1900-01-01 19:37:00,1900-01-01 19:45:24,,,8.4,0
2022-10-01,07,Inbound,57066340.0,892,sosta,4,Midpoint,Schedule,1900-01-01 19:40:00,1900-01-01 19:48:00,,,8.0,0
2022-10-01,07,Inbound,57066340.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 19:45:00,1900-01-01 19:51:37,,,6.616666666666666,0
2022-10-01,07,Inbound,57066342.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 20:10:00,1900-01-01 20:10:06,,,0.1,0
2022-10-01,07,Inbound,57066342.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 20:13:00,1900-01-01 20:13:19,,,0.31666666666666665,0
2022-10-01,07,Inbound,57066342.0,890,bcec,3,Midpoint,Schedule,1900-01-01 20:17:00,1900-01-01 20:16:39,,,0.0,0
2022-10-01,07,Inbound,57066342.0,892,sosta,4,Midpoint,Schedule,1900-01-01 20:20:00,1900-01-01 20:19:22,,,0.0,0
2022-10-01,07,Inbound,57066342.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 20:25:00,1900-01-01 20:21:19,,,0.0,0
2022-10-01,07,Inbound,57066344.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 20:50:00,1900-01-01 20:51:36,,,1.6,0
2022-10-01,07,Inbound,57066344.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 20:53:00,1900-01-01 20:55:16,,,2.2666666666666666,0
2022-10-01,07,Inbound,57066344.0,890,bcec,3,Midpoint,Schedule,1900-01-01 20:57:00,1900-01-01 21:00:35,,,3.5833333333333335,0
2022-10-01,07,Inbound,57066344.0,892,sosta,4,Midpoint,Schedule,1900-01-01 21:00:00,1900-01-01 21:04:23,,,4.383333333333334,0
2022-10-01,07,Inbound,57066344.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 21:05:00,1900-01-01 21:06:07,,,1.1166666666666667,0
2022-10-01,07,Inbound,57066346.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 21:30:00,1900-01-01 21:30:08,,,0.13333333333333333,0
2022-10-01,07,Inbound,57066346.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 21:33:00,1900-01-01 21:33:50,,,0.8333333333333334,0
2022-10-01,07,Inbound,57066346.0,890,bcec,3,Midpoint,Schedule,1900-01-01 21:37:00,1900-01-01 21:36:57,,,0.0,0
2022-10-01,07,Inbound,57066346.0,892,sosta,4,Midpoint,Schedule,1900-01-01 21:39:00,1900-01-01 21:39:24,,,0.4,0
2022-10-01,07,Inbound,57066346.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 21:44:00,1900-01-01 21:40:57,,,0.0,0
2022-10-01,07,Inbound,57066348.0,33,ctypt,1,Startpoint,Schedule,1900-01-01 22:10:00,1900-01-01 22:11:16,,,1.2666666666666666,0
2022-10-01,07,Inbound,57066348.0,886,lbrwy,2,Midpoint,Schedule,1900-01-01 22:13:00,1900-01-01 22:14:28,,,1.4666666666666666,0
2022-10-01,07,Inbound,57066348.0,890,bcec,3,Midpoint,Schedule,1900-01-01 22:17:00,1900-01-01 22:19:22,,,2.3666666666666667,0
2022-10-01,07,Inbound,57066348.0,892,sosta,4,Midpoint,Schedule,1900-01-01 22:19:00,1900-01-01 22:22:43,,,3.716666666666667,0
2022-10-01,07,Inbound,57066348.0,16535,otsum,5,Endpoint,Schedule,1900-01-01 22:24:00,1900-01-01 22:29:14,,,5.233333333333333,0
2022-10-01,07,Outbound,57067747.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 05:37:00,1900-01-01 05:37:16,,,0.26666666666666666,0
2022-10-01,07,Outbound,57067747.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 05:39:00,1900-01-01 05:40:47,,,1.7833333333333334,0
2022-10-01,07,Outbound,57067747.0,889,bcec,3,Midpoint,Schedule,1900-01-01 05:41:00,1900-01-01 05:42:08,,,1.1333333333333333,0
2022-10-01,07,Outbound,57067747.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 05:43:00,1900-01-01 05:45:23,,,2.3833333333333333,0
2022-10-01,07,Outbound,57067747.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 05:48:00,1900-01-01 05:48:02,,,0.03333333333333333,0
2022-10-01,07,Outbound,57067749.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 06:22:00,1900-01-01 06:23:35,,,1.5833333333333333,0
2022-10-01,07,Outbound,57067749.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 06:24:00,1900-01-01 06:26:27,,,2.45,0
2022-10-01,07,Outbound,57067749.0,889,bcec,3,Midpoint,Schedule,1900-01-01 06:26:00,1900-01-01 06:28:18,,,2.3,0
2022-10-01,07,Outbound,57067749.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 06:28:00,1900-01-01 06:31:48,,,3.8,0
2022-10-01,07,Outbound,57067749.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 06:33:00,1900-01-01 06:34:27,,,1.45,0
2022-10-01,07,Outbound,57067751.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 07:02:00,1900-01-01 07:03:14,,,1.2333333333333334,0
2022-10-01,07,Outbound,57067751.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 07:04:00,1900-01-01 07:06:12,,,2.2,0
2022-10-01,07,Outbound,57067751.0,889,bcec,3,Midpoint,Schedule,1900-01-01 07:07:00,1900-01-01 07:08:22,,,1.3666666666666667,0
2022-10-01,07,Outbound,57067751.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 07:10:00,1900-01-01 07:11:42,,,1.7,0
2022-10-01,07,Outbound,57067751.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 07:15:00,1900-01-01 07:14:08,,,0.0,0
2022-10-01,07,Outbound,57067753.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 07:42:00,1900-01-01 07:43:16,,,1.2666666666666666,0
2022-10-01,07,Outbound,57067753.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 07:44:00,1900-01-01 07:47:09,,,3.15,0
2022-10-01,07,Outbound,57067753.0,889,bcec,3,Midpoint,Schedule,1900-01-01 07:47:00,1900-01-01 07:48:53,,,1.8833333333333333,0
2022-10-01,07,Outbound,57067753.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 07:50:00,1900-01-01 07:52:15,,,2.25,0
2022-10-01,07,Outbound,57067753.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 07:55:00,1900-01-01 07:54:56,,,0.0,0
2022-10-01,07,Outbound,57067910.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 08:22:00,1900-01-01 08:30:01,,,8.016666666666667,0
2022-10-01,07,Outbound,57067910.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 08:24:00,1900-01-01 08:33:11,,,9.183333333333334,0
2022-10-01,07,Outbound,57067910.0,889,bcec,3,Midpoint,Schedule,1900-01-01 08:27:00,1900-01-01 08:35:27,,,8.45,0
2022-10-01,07,Outbound,57067910.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 08:30:00,1900-01-01 08:39:33,,,9.55,0
2022-10-01,07,Outbound,57067910.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 08:35:00,1900-01-01 08:42:10,,,7.166666666666667,0
2022-10-01,07,Outbound,57067912.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 09:02:00,1900-01-01 09:01:53,,,0.0,0
2022-10-01,07,Outbound,57067912.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 09:05:00,1900-01-01 09:04:57,,,0.0,0
2022-10-01,07,Outbound,57067912.0,889,bcec,3,Midpoint,Schedule,1900-01-01 09:08:00,1900-01-01 09:07:29,,,0.0,0
2022-10-01,07,Outbound,57067912.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 09:11:00,1900-01-01 09:12:45,,,1.75,0
2022-10-01,07,Outbound,57067912.0,33,ctypt,5,Endpoint,Schedule,1900-01-01 09:16:00,1900-01-01 09:15:25,,,0.0,0
2022-10-01,07,Outbound,57067914.0,16535,otsum,1,Startpoint,Schedule,1900-01-01 09:42:00,1900-01-01 09:46:43,,,4.716666666666667,0
2022-10-01,07,Outbound,57067914.0,6564,sosta,2,Midpoint,Schedule,1900-01-01 09:45:00,1900-01-01 09:50:29,,,5.483333333333333,0
2022-10-01,07,Outbound,57067914.0,889,bcec,3,Midpoint,Schedule,1900-01-01 09:48:00,1900-01-01 09:53:44,,,5.733333333333333,0
2022-10-01,07,Outbound,57067914.0,879,lbrwy,4,Midpoint,Schedule,1900-01-01 09:51:00,1900-01-01 09:58:27,,,7.45,0
