,Unnamed: 0,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type,neighborhood
8932,8932,76434,Cummins Hwy @ Bismark St,,-71.099366,42.270239,,Bismarck Street,Cummins Highway,Boston,0,1,3.0,Mattapan
8933,8933,node-prmnl-ebstair-lobby,Prudential,Prudential - Top of Park Street & North stairs,,,,,,Boston,3,1,,
8934,8934,node-sbmnl-stairs-platform,Stony Brook,Stony Brook - Bottom of stairs,-71.104314,42.317193,,,,Boston,3,1,,Jamaica Plain
8942,8942,1181,Washington St @ Oakland St,,-71.089903,42.323275,,Oakland Street,Washington Street,Boston,0,1,3.0,Roxbury
8946,8946,door-armnl-elevator,"Arlington - Elevator, Boylston St","Arlington - Elevator, Boylston St",-71.07128,42.351796,,,,Boston,2,1,,Back Bay
8947,8947,node-bomnl-farepaid,Bowdoin,Bowdoin - Paid side of fare gates,,,,,,Boston,3,1,,
8952,8952,node-tumnl-tre-farepaid,Tufts Medical Center,Tufts Medical Center - Paid side of fare gates,,,,,,Boston,3,1,,
8953,8953,node-rugg-bus1stairs-busway,Ruggles,Ruggles - Bottom of Lower Busway Lane 1 stairs,,,,,,Boston,3,1,,
8956,8956,61,Washington St @ Melnea Cass Blvd,Washington St @ Melnea Cass Blvd - Silver Line - Nubian,-71.081246,42.332781,"Washington St and Melnea Cass Blvd, Roxbury, MA",Melnea Cass Boulevard,Washington Street,Boston,0,1,3.0,Roxbury
8959,8959,node-grnst-131-platform,Green Street,Green Street - Bottom of Escalator 131,-71.107676,42.310297,,,,Boston,3,1,,Jamaica Plain
8968,8968,door-bbsta-clarendon2,Back Bay - Clarendon St (Track 2),Back Bay - Clarendon St (Track 2),-71.07305,42.347471,,,,Boston,2,2,,South End
8972,8972,5852,Bennington St @ Brooks St,,-71.033887,42.3768,,Brooks Street,Bennington Street,Boston,0,1,3.0,East Boston
8973,8973,node-brdwy-platstairs-platform,Broadway,Broadway - Bottom of platform stairs,,,,,,Boston,3,1,,
8975,8975,1478,Hancock St @ Rowell St,,-71.06448,42.312676,,Rowell Street,Hancock Street,Boston,0,1,3.0,Dorchester
8976,8976,node-438-lobby,Ashmont,"Ashmont - Top of escalator from Red Line platform to Mattapan Line, busway",-71.063637,42.284065,,,,Boston,3,1,,Dorchester
8977,8977,8964,W Milton St @ Ernest Ave,,-71.143447,42.240804,,Milton Street,West Milton Street,Boston,0,1,3.0,Hyde Park
8987,8987,1785,Ruggles St @ Annunciation Rd,,-71.093223,42.336729,,Tavern Road,Ruggles Street,Boston,0,1,3.0,Mission Hill
8989,8989,150,Broadway Station - Red Line,,-71.057015,42.342556,,Greenbaum Street,Dorchester Avenue,Boston,0,1,3.0,South Boston
8992,8992,830,Stimson St @ Centre St,,-71.163277,42.262782,,Centre Street,Stimson Street,Boston,0,1,3.0,West Roxbury
8993,8993,1474,Bowdoin St @ Winter St,,-71.062685,42.310208,,Hancock Street,Bowdoin Street,Boston,0,1,3.0,Dorchester
8994,8994,node-sdmnl-pibstair-platform,Suffolk Downs,Suffolk Downs - Bottom of stairs for Bowdoin platform,-70.997215,42.390644,,,,Boston,3,1,,East Boston
8995,8995,place-symcl,Symphony,,-71.085056,42.342687,"Massachusetts Ave and Huntington Ave, Boston, MA",,,Boston,1,2,,Fenway
8996,8996,node-sstat-420sl-sl,South Station,South Station - Bottom of stairs from drop-off only platform,,,,,,Boston,3,1,,
8998,8998,1331,Humboldt Ave @ Wyoming St,,-71.087061,42.316043,,Wyoming Street,Humboldt Avenue,Boston,0,1,3.0,Roxbury
8999,8999,10425,Opp 950 American Legion Hwy,,-71.116781,42.274382,,,American Legion Highway,Boston,0,1,3.0,Hyde Park
9004,9004,1135,Centre St @ Sheridan St,,-71.108916,42.322197,,Sheridan Street,Centre Street,Boston,0,1,3.0,Jamaica Plain
9006,9006,36538,E Berkeley St @ Harrison Ave,,-71.064079,42.343485,,Harrison Avenue,East Berkeley Street,Boston,0,1,3.0,South End
9010,9010,1315,Huntington Ave @ Parker Hill Ave,,-71.109678,42.333092,,Parker Hill Avenue,Huntington Avenue,Boston,0,1,3.0,Mission Hill
9014,9014,1612,W Boundary Rd @ Cedarcrest Rd,,-71.146603,42.262345,,,West Boundary Road,Boston,0,1,3.0,West Roxbury
9015,9015,888,Summer St @ Melcher St,,-71.05039,42.350208,,Melcher Street,Summer Street,Boston,0,1,3.0,South Boston Waterfront
9016,9016,1203,N Beacon St @ Birmingham Pkwy,,-71.154394,42.357994,,Birmingham Parkway,North Beacon Street,Boston,0,2,3.0,Brighton
9017,9017,2933,Columbia Rd @ Stoughton St,,-71.064572,42.317122,,Stoughton Street,Columbia Road,Boston,0,1,3.0,Dorchester
9020,9020,node-haecl-congfhplats-platform,Haymarket,Haymarket - Bottom of stairs between mezzanine and Forest Hills platform,,,,,,Boston,3,1,,
9021,9021,node-812-platform,Park Street,Park Street - Top of elevator between Government Center & North platform and passageway to Copley & West,,,,,,Boston,3,1,,
9022,9022,node-crtst-wtcexitstair-platform,Courthouse,Courthouse - Bottom of stairs for exit-only gates from outbound platform,,,,,,Boston,3,1,,
9025,9025,NEC-2203-03,Hyde Park,Hyde Park - Commuter Rail - Track 3 (Outbound),-71.125526,42.25503,,,,Boston,0,1,2.0,Hyde Park
9026,9026,node-sstat-399stair-middle,South Station,"South Station - Bottom of stairs for Red Line, Silver Line lobby",,,,,,Boston,3,1,,
9029,9029,node-aqucl-statefareunpaid,Aquarium,Aquarium - Unpaid side of fare gates,,,,,,Boston,3,1,,
9035,9035,1586,Blue Hill Ave @ Stanwood St,,-71.082173,42.310143,,Sunderland Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
9037,9037,154,W Broadway @ D St,,-71.051503,42.339188,,,West Broadway,Boston,0,1,3.0,South Boston
9040,9040,1929,Ipswich St opp Lansdowne St,,-71.094218,42.347221,,Lansdowne Street,Ipswich Street,Boston,0,1,3.0,Fenway
9042,9042,618,Washington St opp Rockland Towers,,-71.160671,42.258554,,Meshaka Street,Washington Street,Boston,0,1,3.0,West Roxbury
9043,9043,9448,Seaver St @ Blue Hill Ave,,-71.085316,42.305629,,Blue Hill Avenue,Seaver Street,Boston,0,1,3.0,Roxbury
9044,9044,547,Arborway opp Courthouse,,-71.109381,42.30165,,Washington Street,Arborway,Boston,0,1,3.0,Jamaica Plain
9046,9046,node-fldcr-charlesstairs-lobby,Fields Corner,Fields Corner - Bottom of Charles Street stairs,-71.061796,42.300302,,,,Boston,3,1,,Dorchester
9048,9048,2812,West St opp Deforest St,,-71.128517,42.265268,,Deforest Street,West Street,Boston,0,1,3.0,Hyde Park
9050,9050,70026,North Station,North Station - Orange Line - Forest Hills,-71.060205,42.36528,,,,Boston,0,1,1.0,West End
9054,9054,door-andrw-busway,Andrew - Buses,Andrew - Buses,-71.057605,42.330164,,,,Boston,2,2,,South Boston
9055,9055,76459,Cummins Hwy @ Harvard St,,-71.109278,42.274488,,Harvard Street,Cummins Highway,Boston,0,1,3.0,Roslindale
9058,9058,node-aqucl-atlfarepaid,Aquarium,Aquarium - Paid side of fare gates,,,,,,Boston,3,1,,
9068,9068,node-869-platform,Downtown Crossing,Downtown Crossing - Bottom of elevator between Alewife platform and Chauncy Street lobby,,,,,,Boston,3,1,,
9069,9069,node-425-platform,Charles/MGH,Charles/MGH - Top of Escalator 425,-71.0706,42.361082,,,,Boston,3,1,,West End
9070,9070,place-DB-2258,Uphams Corner,,-71.068627,42.319125,"691 Dudley St, Dorchester, MA 02125",,,Boston,1,1,,Dorchester
9071,9071,536,Dorchester Ave @ Hurlcroft Ave,,-71.065378,42.282077,,Van Winkle Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
9073,9073,70144,Boston University Central,Boston University Central - Green Line - Park Street & North,-71.106902,42.350013,,,,Boston,0,1,0.0,Fenway
9076,9076,3176,Dorchester Ave @ Hecla St,,-71.058617,42.307117,,Hecla Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
9082,9082,938,Commonwealth Ave @ St Mary's St,,-71.106391,42.349788,,Saint Marys Street,Commonwealth Avenue,Boston,0,1,3.0,Fenway
9083,9083,node-434-entrance,Maverick,Maverick - Top of escalator from Maverick Square to lobby,-71.039563,42.369134,,,,Boston,3,1,,East Boston
9084,9084,11501,Dudley St @ Virginia St,,-71.066499,42.317585,,Virginia Street,Dudley Street,Boston,0,1,3.0,Dorchester
9086,9086,5211,Park St opp Gertrude Rd,,-71.148451,42.280761,,Gertrude Road,Park Street,Boston,0,1,3.0,West Roxbury
9087,9087,node-sbmnl-fareunpaid,Stony Brook,Stony Brook - Unpaid side of fare gates,-71.104088,42.317261,,,,Boston,3,1,,Jamaica Plain
9088,9088,12789,West St @ Lodge Hill Rd,,-71.127641,42.264777,,Lodgehill Road,West Street,Boston,0,1,3.0,Hyde Park
9089,9089,place-asmnl,Ashmont,,-71.063777,42.28452,"Dorchester Ave and Ashmont St, Boston, MA 02124",,,Boston,1,1,,Dorchester
9090,9090,1383,Dartmouth St @ Tremont St,,-71.07376,42.342976,,Tremont Street,Dartmouth Street,Boston,0,1,3.0,South End
9093,9093,1581,Blue Hill Ave @ Clifford St,,-71.077823,42.319151,,Clifford Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
9096,9096,node-aqucl-ebatlanticstairs-lobby,Aquarium,Aquarium - Top of stairs between platform and Atlantic Avenue,,,,,,Boston,3,1,,
9099,9099,279,E 8th St @ K St,,-71.037505,42.331469,,K Street,East Eighth Street,Boston,0,1,3.0,South Boston
9103,9103,node-980-street,Science Park/West End,Science Park/West End - Street level of south side elevator,-71.067904,42.366701,,,,Boston,3,1,,West End
9106,9106,269,W 7th St @ B St,,-71.056782,42.338065,,B Street,West Seventh Street,Boston,0,1,3.0,South Boston
9114,9114,8803,398 Neponset Ave @ Neponset Health Center,,-71.044017,42.28645,,Minot Street,Neponset Avenue,Boston,0,1,3.0,Dorchester
9116,9116,17401,Seaver St opp Elm Hill Ave,,-71.089263,42.307515,,Elm Hill Avenue,Seaver Street,Boston,0,1,3.0,Roxbury
9120,9120,1232,Tremont St @ Worcester St,,-71.078602,42.340201,,Worcester Street,Tremont Street,Boston,0,1,3.0,South End
9121,9121,place-butlr,Butler,,-71.062519,42.272429,"Butler St and Branchfield St, Dorchester, MA 02124",,,Boston,1,1,,Dorchester
9126,9126,place-bckhl,Back of the Hill,,-71.111313,42.330139,"100 South Huntington Ave, Boston, MA 02130",,,Boston,1,2,,Mission Hill
9127,9127,12855,First Ave @ Ninth St,,-71.052615,42.376088,,Ninth Street,First Avenue,Boston,0,1,3.0,Charlestown
9128,9128,70040,Government Center,Government Center - Blue Line - Wonderland,-71.059215,42.359705,,,,Boston,0,1,1.0,Downtown
9129,9129,2811,338 West St,,-71.131246,42.267994,,,West Street,Boston,0,1,3.0,Hyde Park
9130,9130,node-aport-buswaystairs-lobby,Airport,Airport - Bottom of stairs on unpaid Busway side,-71.030138,42.373982,,,,Boston,3,1,,East Boston
9132,9132,node-asmnl-peanbstair-platform,Ashmont,Ashmont - Bottom of stairs from Peabody Square to Alewife platform,-71.063895,42.284958,,,,Boston,3,1,,Dorchester
9136,9136,259,E 8th St @ Old Harbor St,,-71.047219,42.331193,,Old Harbor Street,East Eighth Street,Boston,0,1,3.0,South Boston
9139,9139,node-forhl-slowbusstairs-lobby,Forest Hills,Forest Hills - Top of south lower busway stairs,-71.113738,42.300527,,,,Boston,3,1,,Jamaica Plain
9140,9140,6432,Cummins Hwy @ Brown Ave,,-71.122574,42.28184,,Brown Avenue,Cummins Highway,Boston,0,1,3.0,Roslindale
9147,9147,node-andrw-nobstairs-lobby,Andrew,Andrew - Top of north outbound stairs,,,,,,Boston,3,1,,
9151,9151,node-963-platform,Arlington,Arlington - Bottom of eastbound elevator,,,,,,Boston,3,1,,
9153,9153,8682,Adams St @ Lonsdale St,,-71.057297,42.291489,,Lonsdale Street,Adams Street,Boston,0,1,3.0,Dorchester
9154,9154,74624,Silver Line Way,Silver Line Way - Silver Line - Airport/Design Center/Chelsea,-71.037969,42.347066,"Silver Line Way and Starboard Way, Boston, MA 02210",,Silver Line Way,Boston,0,1,3.0,South Boston Waterfront
9160,9160,5880,Orient Heights,Orient Heights - Bennington St Busway,-71.004229,42.38723,,Bennington Street,Busway,Boston,0,1,3.0,East Boston
9161,9161,node-symcl-churstair-platform,Symphony,"Symphony - Bottom of stairs for Massachusetts Ave, First Church of Christ",,,,,,Boston,3,1,,
9162,9162,node-374-lobby,State,State - Top of escalator from Oak Grove platform to City Hall,,,,,,Boston,3,1,,
9164,9164,616,Washington St @ Grove St,,-71.157252,42.261233,,Grove Street,Washington Street,Boston,0,1,3.0,West Roxbury
9169,9169,2836,Warren St @ Church St,,-71.063606,42.375093,,,Warren Street,Boston,0,1,3.0,Charlestown
9171,9171,node-crtst-wtcmain-fareunpaid,Courthouse,Courthouse - Unpaid side of outbound fare gates,,,,,,Boston,3,1,,
9173,9173,node-crtst-ssexitstair-platform,Courthouse,Courthouse - Bottom of stairs for exit-only gates from South Station platform,,,,,,Boston,3,1,,
9174,9174,node-wimnl-ibunpaidstairs-bridge,Wood Island,"Wood Island - Top of stairs for all trains, buses, Bennington Street",-71.023057,42.379764,,,,Boston,3,1,,East Boston
9175,9175,70251,Fenwood Road,Fenwood Road - Green Line - (E) Heath Street,-71.105721,42.33374,,,,Boston,0,2,0.0,Mission Hill
9177,9177,node-haecl-busfareunpaid,Haymarket,Haymarket - Unpaid side of busway fare gates,,,,,,Boston,3,1,,
9180,9180,node-wimnl-obunpaidstairs-street,Wood Island,Wood Island - Bottom of stairs for Lovell Street,-71.022999,42.379464,,,,Boston,3,1,,East Boston
9184,9184,node-gover-nentrancestairs-lobby,Government Center,Government Center - Top of stairs between plaza and Green Line,-71.059227,42.359738,,,,Boston,3,1,,Downtown
9185,9185,node-forhl-southfareunpaid,Forest Hills,Forest Hills - Unpaid side of fare gates,-71.113546,42.301777,,,,Boston,3,1,,Jamaica Plain
9186,9186,Boat-Charlestown,Charlestown Navy Yard,Charlestown Navy Yard - Charlestown Ferry,-71.052528,42.372756,"Pier 4, Boston, MA 02129",,,Boston,0,1,4.0,Charlestown
9187,9187,node-sstat-bldgstair-lobby,South Station,South Station - Bottom of stairs for Commuter Rail concourse,,,,,,Boston,3,1,,
9190,9190,3066,Gibson St @ Adams St,,-71.057136,42.298154,,Adams Street,Gibson Street,Boston,0,1,3.0,Dorchester
9194,9194,1300,Washington St opp Shepard St,,-71.149638,42.34813,,Shepard Street,Washington Street,Boston,0,1,3.0,Brighton
9196,9196,67120,Millennium Park,,-71.177035,42.28101,,,,Boston,0,1,3.0,West Roxbury
9198,9198,70027,North Station,North Station - Orange Line - Oak Grove,-71.060205,42.36528,,,,Boston,0,1,1.0,West End
9199,9199,node-433-lobby,Maverick,Maverick - Bottom of escalator from lobby to Maverick Square,,,,,,Boston,3,1,,
9200,9200,door-hymnl-newbury,Hynes Convention Center - Newbury St,Hynes Convention Center - Newbury St,-71.087555,42.348151,,,,Boston,2,2,,Back Bay
9202,9202,node-haecl-congfhplats-passage,Haymarket,Haymarket - Top of stairs between mezzanine and Forest Hills platform,,,,,,Boston,3,1,,
9203,9203,17391,Seaver St opp Maple St,,-71.087686,42.306637,,Maple Street,Seaver Street,Boston,0,1,3.0,Roxbury
9207,9207,node-smmnl-953-lobby,Shawmut,Shawmut - Top of Alewife Elevator 953,-71.065707,42.29313,,,,Boston,3,1,,Dorchester
9208,9208,1088,Chestnut Hill Ave @ Embassy Rd,,-71.154691,42.341436,,Embassy Road,Chestnut Hill Avenue,Boston,0,1,3.0,Brighton
9209,9209,70131,Harvard Avenue,Harvard Avenue - Green Line - (B) Boston College,-71.130727,42.350602,,,,Boston,0,1,0.0,Allston
9211,9211,node-tumnl-washsbstairs-platform,Tufts Medical Center,"Tufts Medical Center - Bottom of stairs for Forest Hills, Washington Street",,,,,,Boston,3,1,,
9219,9219,70205,North Station,North Station - Green Line - Lechmere & North,-71.060205,42.36528,,,,Boston,0,1,0.0,West End
9220,9220,532,Gallivan Blvd @ Stone Terr,,-71.068711,42.278972,,Owencroft Road,Gallivan Boulevard,Boston,0,0,3.0,Mattapan
9221,9221,5244,Centre St @ Westchester Rd,,-71.125398,42.302968,,Westchester Road,Centre Street,Boston,0,1,3.0,Jamaica Plain
9223,9223,85566,Baker St @ Amesbury St,,-71.168981,42.28175,,Amesbury Street,Baker Street,Boston,0,1,3.0,West Roxbury
9224,9224,node-wimnl-ibpaidstairs-bridge,Wood Island,Wood Island - Top of stairs for Bowdoin,-71.022876,42.3798,,,,Boston,3,1,,East Boston
9225,9225,807,Centre St @ Corey St,,-71.155081,42.286119,,Corey Street,Centre Street,Boston,0,1,3.0,West Roxbury
9226,9226,1138,Centre St @ Estrella St,,-71.102796,42.322886,,Estrella Street,Centre Street,Boston,0,1,3.0,Jamaica Plain
9228,9228,node-coecl-wbfarepaid,Copley,Copley - Paid side of fare gates,-71.0774,42.350189,,,,Boston,3,1,,Back Bay
9230,9230,node-935-platform,World Trade Center,World Trade Center - Bottom of inbound platform elevator,,,,,,Boston,3,1,,
9235,9235,1112,Cambridge St @ Harvard Ave,,-71.132361,42.355641,,Highgate Street,Cambridge Street,Boston,0,1,3.0,Allston
9243,9243,node-923-lobby,Aquarium,Aquarium - Top of elevator between Bowdoin platform and Atlantic Avenue,,,,,,Boston,3,1,,
9245,9245,place-tumnl,Tufts Medical Center,,-71.063917,42.349662,"750 Washington St, Boston, MA",,,Boston,1,1,,Downtown
9246,9246,974,Washington St @ Foster St,,-71.157223,42.34916,,Foster Street,Washington Street,Boston,0,1,3.0,Brighton
9252,9252,door-armnl-arltw,Arlington - Arlington St (West),Arlington - Arlington St (West),-71.070686,42.351694,,,,Boston,2,2,,Back Bay
9253,9253,node-grnst-844-platform,Green Street,Green Street - Bottom of Elevator 844,-71.107662,42.31037,,,,Boston,3,1,,Jamaica Plain
9255,9255,node-441-bridge,Orient Heights,Orient Heights - Top of Escalator 441,-71.00477,42.386799,,,,Boston,3,1,,East Boston
9258,9258,node-forhl-slowbusstairs-busway,Forest Hills,Forest Hills - Bottom of south lower busway stairs,-71.113793,42.300448,,,,Boston,3,1,,Jamaica Plain
9259,9259,node-state-bowdoinramp-wbplatform,State,State - Top of ramp between Bowdoin platform and Oak Grove platform,,,,,,Boston,3,1,,
9261,9261,8717,Dorchester Ave @ Talbot Ave,,-71.063999,42.287014,,Dracut Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
9263,9263,node-chncl-ogonlystair-lobby,Chinatown,Chinatown - Bottom of stairs for street,,,,,,Boston,3,1,,
9266,9266,node-bbsta-dartexit-farepaid,Back Bay,Back Bay - Station side of exit-only door,,,,,,Boston,3,1,,
9268,9268,node-523-sbplatform,State,State - Bottom of escalator from lobby to Milk Street,,,,,,Boston,3,1,,
9269,9269,6567,Washington St @ Essex St,Washington St @ Essex St - Silver Line - SL5 Downtown Crossing,-71.062552,42.352461,,Essex Street,Washington Street,Boston,0,1,3.0,Downtown
9271,9271,937,Commonwealth Ave @ Carlton St,,-71.108712,42.350075,,Carlton Street,Commonwealth Avenue,Boston,0,1,3.0,
9274,9274,933,Commonwealth Ave @ Babcock St,,-71.121168,42.351568,,Babcock Street,Commonwealth Avenue,Boston,0,2,3.0,
9282,9282,NEC-2265-02,Ruggles,Ruggles - Commuter Rail - Track 2,-71.087737,42.337659,,,,Boston,0,1,2.0,Roxbury
9284,9284,node-sstat-382stair-lobby,South Station,South Station - Top of stairs for exit from Red Line,,,,,,Boston,3,1,,
9286,9286,door-state-state,"State - Old State House, State St","State - Old State House, State St",-71.057298,42.358735,,,,Boston,2,2,,Downtown
9288,9288,node-bbsta-upper-farepaid,Back Bay,Back Bay - Paid side of fare gates,,,,,,Boston,3,1,,
9294,9294,node-crtst-southlobstair-lobby,Courthouse,Courthouse - Bottom of stairs between Thomson Place landing and lobby,,,,,,Boston,3,1,,
9300,9300,910,Tremont St @ Tremont Pl,,-71.172438,42.350821,,Tremont Place,Tremont Street,Boston,0,1,3.0,Brighton
9303,9303,1294,Washington St @ Corey Rd,,-71.140502,42.342466,,Corey Road,Washington Street,Boston,0,1,3.0,Brighton
9306,9306,node-dwnxg-stair2-rl,Downtown Crossing,Downtown Crossing - Bottom of stairs between Oak Grove platform and Alewife platform,,,,,,Boston,3,1,,
9308,9308,node-chmnl-sbstairs-platform,Charles/MGH,Charles/MGH - Top of Ashmont/Braintree platform stairs,-71.070612,42.361053,,,,Boston,3,1,,West End
9310,9310,1723,Blue Hill Ave @ Babson St,,-71.093479,42.270449,,Babson Street,Blue Hill Avenue,Boston,0,1,3.0,Mattapan
9312,9312,NEC-2287-03,South Station,South Station - Commuter Rail - Track 3,-71.055552,42.351261,,,,Boston,0,1,2.0,Downtown
9313,9313,node-858-lobby,Tufts Medical Center,Tufts Medical Center - Top of Elevator 858,,,,,,Boston,3,1,,
9317,9317,385,Blue Hill Ave @ Castlegate Rd,,-71.08374,42.307446,,Castlegate Road,Blue Hill Avenue,Boston,0,0,3.0,Dorchester
9318,9318,70154,Copley,Copley - Green Line - Park Street & North,-71.078049,42.349871,,,,Boston,0,1,0.0,Back Bay
9320,9320,node-kencl-farepaid,Kenmore,Kenmore - Paid side of fare gates,,,,,,Boston,3,1,,
9321,9321,25202,Preble St @ Vinton St,,-71.053031,42.329338,,Vinton Street,Preble Street,Boston,0,1,3.0,South Boston
9322,9322,5869,Bennington St @ Brooks St,,-71.033472,42.376843,,Brooks Street,Bennington Street,Boston,0,1,3.0,East Boston
9324,9324,70149,Blandford Street,Blandford Street - Green Line - (B) Boston College,-71.100213,42.349276,,,,Boston,0,2,0.0,Fenway
9325,9325,node-hymnl-newbury-fareunpaid,Hynes Convention Center,Hynes Convention Center - Unpaid side of exit-only gate,,,,,,Boston,3,1,,
9326,9326,node-spmnl-nfarepaid,Science Park/West End,Science Park/West End - Paid side of fare gates,-71.067842,42.366799,,,,Boston,3,1,,West End
