,Route,Endpoint,Date,Time
36947,134,Fellsway @ Wellington Circle Shopping Ctr to Wellington Station Busway,2023-10-22,00:01:00
36948,134,Wellington Station Busway to Corporation Way after bridge,2023-10-22,00:01:00
36949,134,Corporation Way after bridge to Wellington Station Busway,2023-10-22,00:02:00
36950,134,Wellington Station Busway to Fellsway @ Middlesex Ave - Wellington Circle,2023-10-22,00:00:00
36951,134,Fellsway @ Middlesex Ave - Wellington Circle to Fellsway @ Bradbury Ave,2023-10-22,00:00:00
36952,134,Fellsway @ Bradbury Ave to Riverside Ave @ Fellsway,2023-10-22,00:01:00
36953,134,Riverside Ave @ Fellsway to Riverside Ave opp Commercial St,2023-10-22,00:01:00
36954,134,Riverside Ave opp Commercial St to Riverside Ave opp Hall St,2023-10-22,00:00:00
36955,134,Riverside Ave opp Hall St to 400 Riverside Ave opp Linden St,2023-10-22,00:00:00
36956,134,400 Riverside Ave opp Linden St to 61 Locust St,2023-10-22,00:01:00
36957,134,61 Locust St to Meadow Glen Mall @ Main Entrance,2023-10-22,00:01:00
36958,134,Meadow Glen Mall @ Main Entrance to 350 Riverside Ave,2023-10-22,00:01:00
36959,134,350 Riverside Ave to Riverside Ave @ Hunewill Ave,2023-10-22,00:01:00
36960,134,Riverside Ave @ Hunewill Ave to Riverside Ave @ Carolina St,2023-10-22,00:00:00
36961,134,Riverside Ave @ Carolina St to Riverside Ave @ Pembroke St,2023-10-22,00:00:00
36962,134,Riverside Ave @ Pembroke St to Riverside Ave @ Park St,2023-10-22,00:01:00
36963,134,Riverside Ave @ Park St to Riverside Ave @ Pleasant St,2023-10-22,00:00:00
36964,134,Riverside Ave @ Pleasant St to 116 Riverside Ave,2023-10-22,00:01:00
36965,134,116 Riverside Ave to Salem St opp River St,2023-10-22,00:01:00
36966,134,Salem St opp River St to High St @ Bradlee Rd,2023-10-22,00:01:00
36967,134,High St @ Bradlee Rd to High St @ Hillside Ave,2023-10-22,00:00:00
36968,134,High St @ Hillside Ave to High St @ Powder House Rd,2023-10-22,00:00:00
36969,134,High St @ Powder House Rd to High St @ Rural Ave - Winthrop Circle,2023-10-22,00:01:00
36970,134,High St @ Rural Ave - Winthrop Circle to 305 Winthrop St,2023-10-22,00:00:00
36971,134,305 Winthrop St to Winthrop St @ Lawrence Rd,2023-10-22,00:01:00
36972,134,Winthrop St @ Lawrence Rd to Winthrop St @ Woodside Rd,2023-10-22,00:00:00
36973,134,Winthrop St @ Woodside Rd to 475 Winthrop St @ Temple Shalom,2023-10-22,00:01:00
36974,134,475 Winthrop St @ Temple Shalom to Winthrop St @ Medford HS,2023-10-22,00:00:00
36975,134,Winthrop St @ Medford HS to Winthrop St opp Smith Ln,2023-10-22,00:00:00
36976,134,Winthrop St opp Smith Ln to Winthrop St @ Playstead Rd,2023-10-22,00:01:00
36977,134,Winthrop St @ Playstead Rd to Winthrop St @ Winford Way,2023-10-22,00:01:00
36978,134,Winthrop St @ Winford Way to Main St @ Town Way,2023-10-22,00:01:00
36979,134,Main St @ Town Way to Main St @ Highland Ave,2023-10-22,00:01:00
36980,134,Main St @ Highland Ave to Main St @ Everell Rd,2023-10-22,00:01:00
36981,134,Main St @ Everell Rd to Main St @ Marshall Rd,2023-10-22,00:00:00
36982,134,Main St @ Marshall Rd to Main St @ Chestnut St,2023-10-22,00:01:00
36983,134,Main St @ Chestnut St to Main St @ Prospect St,2023-10-22,00:00:00
36984,134,Main St @ Prospect St to Main St @ Fairview Terr,2023-10-22,00:01:00
36985,134,Main St @ Fairview Terr to Main St @ Vine St,2023-10-22,00:02:00
36986,134,Main St @ Vine St to Main St @ Lake St,2023-10-22,00:01:00
36987,134,Main St @ Lake St to 757 Main St,2023-10-22,00:00:00
36988,134,757 Main St to Main St opp Richardson St,2023-10-22,00:01:00
36989,134,Main St opp Richardson St to Main St opp Hemmingway St,2023-10-22,00:01:00
36990,134,Main St opp Hemmingway St to Main St opp Sheridan Circle,2023-10-22,00:01:00
36991,134,Main St opp Sheridan Circle to Main St @ Cranes Ct,2023-10-22,00:00:00
36992,134,Main St @ Cranes Ct to Main St @ Vining Ct,2023-10-22,00:01:00
36993,134,Main St @ Vining Ct to Main St @ Richardson St,2023-10-22,00:01:00
36994,134,Main St @ Richardson St to Main St @ Fowle St,2023-10-22,00:00:00
36995,134,Main St @ Fowle St to Main St @ Green St,2023-10-22,00:01:00
36996,134,Main St @ Green St to Main St opp Myrtle St,2023-10-22,00:01:00
36997,134,Main St opp Myrtle St to Main St @ Montvale Ave,2023-10-22,00:00:00
36998,134,Main St @ Montvale Ave to Common St @ Woburn City Hall,2023-10-22,00:01:00
36999,134,Common St @ Woburn City Hall to Main St @ Myrtle St,2023-10-22,00:01:00
37000,134,Main St @ Myrtle St to 226 Main St opp Green St,2023-10-22,00:00:00
37001,134,226 Main St opp Green St to Main St @ Warren Ave,2023-10-22,00:01:00
37002,134,Main St @ Warren Ave to Main St @ Richardson St,2023-10-22,00:00:00
37003,134,Main St @ Richardson St to Main St @ Stoddard St,2023-10-22,00:01:00
37004,134,Main St @ Stoddard St to Main St @ Lydon Ct,2023-10-22,00:01:00
37005,134,Main St @ Lydon Ct to Main St @ Sheridan Circle,2023-10-22,00:00:00
37006,134,Main St @ Sheridan Circle to Main St @ Hemingway St,2023-10-22,00:01:00
37007,134,Main St @ Hemingway St to Main St @ Canal St,2023-10-22,00:00:00
37008,134,Main St @ Canal St to Main St @ Clark St,2023-10-22,00:01:00
37009,134,Main St @ Clark St to Main St @ Lake St,2023-10-22,00:01:00
37010,134,Main St @ Lake St to Main St @ Vine St,2023-10-22,00:00:00
37011,134,Main St @ Vine St to Main St @ Washington St,2023-10-22,00:02:00
37012,134,Main St @ Washington St to Main St @ Mystic Ave,2023-10-22,00:00:00
37013,134,Main St @ Mystic Ave to Main St @ Lincolnshire Way,2023-10-22,00:01:00
37014,134,Main St @ Lincolnshire Way to Main St @ Madison Ave West,2023-10-22,00:00:00
37015,134,Main St @ Madison Ave West to Main St @ Ridgefield Rd,2023-10-22,00:01:00
37016,134,Main St @ Ridgefield Rd to Main St opp Highland Ave,2023-10-22,00:00:00
37017,134,Main St opp Highland Ave to Main St @ South Gateway,2023-10-22,00:01:00
37018,134,Main St @ South Gateway to Winthrop St @ Playstead Rd,2023-10-22,00:01:00
37019,134,Winthrop St @ Playstead Rd to 578 Winthrop St,2023-10-22,00:00:00
37020,134,578 Winthrop St to Winthrop St @ Brooks St - Medford HS,2023-10-22,00:01:00
37021,134,Winthrop St @ Brooks St - Medford HS to Winthrop St @ Exeter St,2023-10-22,00:01:00
37022,134,Winthrop St @ Exeter St to Winthrop St @ Suffolk St,2023-10-22,00:00:00
37023,134,Winthrop St @ Suffolk St to 300 Winthrop St,2023-10-22,00:01:00
37024,134,300 Winthrop St to High St @ Winthrop St - Winthrop Circle,2023-10-22,00:00:00
37025,134,High St @ Winthrop St - Winthrop Circle to High St opp Powder House Rd,2023-10-22,00:01:00
37026,134,High St opp Powder House Rd to High St opp Governors Ave,2023-10-22,00:01:00
37027,134,High St opp Governors Ave to 37 Riverside Ave @ Medford Sq,2023-10-22,00:01:00
37028,134,37 Riverside Ave @ Medford Sq to Riverside Ave @ Saltonstall Building,2023-10-22,00:01:00
37029,134,Riverside Ave @ Saltonstall Building to 163 Riverside Ave,2023-10-22,00:01:00
37030,134,163 Riverside Ave to Riverside Ave @ Marine St,2023-10-22,00:00:00
37031,134,Riverside Ave @ Marine St to Riverside Ave @ Maverick St,2023-10-22,00:01:00
37032,134,Riverside Ave @ Maverick St to Riverside Ave @ Foster Ct,2023-10-22,00:01:00
37033,134,Riverside Ave @ Foster Ct to Riverside Ave @ Light Guard Dr,2023-10-22,00:00:00
37034,134,Riverside Ave @ Light Guard Dr to Riverside Ave @ Rockwell Ave,2023-10-22,00:01:00
37035,134,Riverside Ave @ Rockwell Ave to 61 Locust St,2023-10-22,00:01:00
37036,134,61 Locust St to Meadow Glen Mall @ Main Entrance,2023-10-22,00:01:00
37037,134,Meadow Glen Mall @ Main Entrance to Riverside Ave @ Locust St,2023-10-22,00:02:00
37038,134,Riverside Ave @ Locust St to Riverside Ave @ Hall St,2023-10-22,00:01:00
37039,134,Riverside Ave @ Hall St to Riverside Ave @ Commercial St,2023-10-22,00:01:00
37040,134,Riverside Ave @ Commercial St to Riverside Ave @ Fellsway,2023-10-22,00:01:00
37041,134,Riverside Ave @ Fellsway to Fellsway @ Riverside Ave,2023-10-22,00:00:00
37042,134,Fellsway @ Riverside Ave to Fellsway @ Wellington Circle Shopping Ctr,2023-10-22,00:02:00
37043,134,Fellsway @ Wellington Circle Shopping Ctr to Wellington Station Busway,2023-10-22,00:02:00
37044,134,Wellington Station Busway to Corporation Way after bridge,2023-10-22,00:01:00
37045,134,Corporation Way after bridge to Wellington Station Busway,2023-10-22,00:01:00
37046,134,Wellington Station Busway to Fellsway @ Middlesex Ave - Wellington Circle,2023-10-22,00:01:00
37047,134,Fellsway @ Middlesex Ave - Wellington Circle to Fellsway @ Bradbury Ave,2023-10-22,00:00:00
37048,134,Fellsway @ Bradbury Ave to Riverside Ave @ Fellsway,2023-10-22,00:01:00
37049,134,Riverside Ave @ Fellsway to Riverside Ave opp Commercial St,2023-10-22,00:01:00
37050,134,Riverside Ave opp Commercial St to Riverside Ave opp Hall St,2023-10-22,00:00:00
37051,134,Riverside Ave opp Hall St to 400 Riverside Ave opp Linden St,2023-10-22,00:00:00
37052,134,400 Riverside Ave opp Linden St to 61 Locust St,2023-10-22,00:01:00
37053,134,61 Locust St to Meadow Glen Mall @ Main Entrance,2023-10-22,00:01:00
37054,134,Meadow Glen Mall @ Main Entrance to 350 Riverside Ave,2023-10-22,00:01:00
37055,134,350 Riverside Ave to Riverside Ave @ Hunewill Ave,2023-10-22,00:01:00
37056,134,Riverside Ave @ Hunewill Ave to Riverside Ave @ Carolina St,2023-10-22,00:00:00
37057,134,Riverside Ave @ Carolina St to Riverside Ave @ Pembroke St,2023-10-22,00:00:00
37058,134,Riverside Ave @ Pembroke St to Riverside Ave @ Park St,2023-10-22,00:01:00
37059,134,Riverside Ave @ Park St to Riverside Ave @ Pleasant St,2023-10-22,00:00:00
37060,134,Riverside Ave @ Pleasant St to 116 Riverside Ave,2023-10-22,00:01:00
37061,134,116 Riverside Ave to Salem St opp River St,2023-10-22,00:01:00
37062,134,Salem St opp River St to High St @ Bradlee Rd,2023-10-22,00:01:00
37063,134,High St @ Bradlee Rd to High St @ Hillside Ave,2023-10-22,00:00:00
37064,134,High St @ Hillside Ave to High St @ Powder House Rd,2023-10-22,00:00:00
37065,134,High St @ Powder House Rd to High St @ Rural Ave - Winthrop Circle,2023-10-22,00:01:00
37066,134,High St @ Rural Ave - Winthrop Circle to 305 Winthrop St,2023-10-22,00:00:00
37067,134,305 Winthrop St to Winthrop St @ Lawrence Rd,2023-10-22,00:01:00
37068,134,Winthrop St @ Lawrence Rd to Winthrop St @ Woodside Rd,2023-10-22,00:00:00
37069,134,Winthrop St @ Woodside Rd to 475 Winthrop St @ Temple Shalom,2023-10-22,00:01:00
37070,134,475 Winthrop St @ Temple Shalom to Winthrop St @ Medford HS,2023-10-22,00:00:00
37071,134,Winthrop St @ Medford HS to Winthrop St opp Smith Ln,2023-10-22,00:00:00
37072,134,Winthrop St opp Smith Ln to Winthrop St @ Playstead Rd,2023-10-22,00:01:00
37073,134,Winthrop St @ Playstead Rd to Winthrop St @ Winford Way,2023-10-22,00:01:00
37074,134,Winthrop St @ Winford Way to Main St @ Town Way,2023-10-22,00:01:00
37075,134,Main St @ Town Way to Main St @ Highland Ave,2023-10-22,00:01:00
37076,134,Main St @ Highland Ave to Main St @ Everell Rd,2023-10-22,00:01:00
37077,134,Main St @ Everell Rd to Main St @ Marshall Rd,2023-10-22,00:00:00
37078,134,Main St @ Marshall Rd to Main St @ Chestnut St,2023-10-22,00:01:00
37079,134,Main St @ Chestnut St to Main St @ Prospect St,2023-10-22,00:00:00
37080,134,Main St @ Prospect St to Main St @ Fairview Terr,2023-10-22,00:01:00
37081,134,Main St @ Fairview Terr to Main St @ Vine St,2023-10-22,00:01:00
37082,134,Main St @ Vine St to Main St @ Lake St,2023-10-22,00:01:00
37083,134,Main St @ Lake St to 757 Main St,2023-10-22,00:00:00
37084,134,757 Main St to Main St opp Richardson St,2023-10-22,00:01:00
37085,134,Main St opp Richardson St to Main St opp Hemmingway St,2023-10-22,00:01:00
37086,134,Main St opp Hemmingway St to Main St opp Sheridan Circle,2023-10-22,00:00:00
37087,134,Main St opp Sheridan Circle to Main St @ Cranes Ct,2023-10-22,00:01:00
37088,134,Main St @ Cranes Ct to Main St @ Vining Ct,2023-10-22,00:00:00
37089,134,Main St @ Vining Ct to Main St @ Richardson St,2023-10-22,00:01:00
37090,134,Main St @ Richardson St to Main St @ Fowle St,2023-10-22,00:00:00
37091,134,Main St @ Fowle St to Main St @ Green St,2023-10-22,00:00:00
37092,134,Main St @ Green St to Main St opp Myrtle St,2023-10-22,00:01:00
37093,134,Main St opp Myrtle St to Main St @ Montvale Ave,2023-10-22,00:00:00
37094,134,Main St @ Montvale Ave to Common St @ Woburn City Hall,2023-10-22,00:01:00
37095,134,Common St @ Woburn City Hall to Main St @ Myrtle St,2023-10-22,00:01:00
37096,134,Main St @ Myrtle St to 226 Main St opp Green St,2023-10-22,00:00:00
37097,134,226 Main St opp Green St to Main St @ Warren Ave,2023-10-22,00:01:00
37098,134,Main St @ Warren Ave to Main St @ Richardson St,2023-10-22,00:00:00
37099,134,Main St @ Richardson St to Main St @ Stoddard St,2023-10-22,00:01:00
37100,134,Main St @ Stoddard St to Main St @ Lydon Ct,2023-10-22,00:01:00
37101,134,Main St @ Lydon Ct to Main St @ Sheridan Circle,2023-10-22,00:00:00
37102,134,Main St @ Sheridan Circle to Main St @ Hemingway St,2023-10-22,00:01:00
37103,134,Main St @ Hemingway St to Main St @ Canal St,2023-10-22,00:00:00
37104,134,Main St @ Canal St to Main St @ Clark St,2023-10-22,00:01:00
37105,134,Main St @ Clark St to Main St @ Lake St,2023-10-22,00:01:00
37106,134,Main St @ Lake St to Main St @ Vine St,2023-10-22,00:00:00
37107,134,Main St @ Vine St to Main St @ Washington St,2023-10-22,00:02:00
37108,134,Main St @ Washington St to Main St @ Mystic Ave,2023-10-22,00:00:00
37109,134,Main St @ Mystic Ave to Main St @ Lincolnshire Way,2023-10-22,00:01:00
37110,134,Main St @ Lincolnshire Way to Main St @ Madison Ave West,2023-10-22,00:00:00
37111,134,Main St @ Madison Ave West to Main St @ Ridgefield Rd,2023-10-22,00:01:00
37112,134,Main St @ Ridgefield Rd to Main St opp Highland Ave,2023-10-22,00:00:00
37113,134,Main St opp Highland Ave to Main St @ South Gateway,2023-10-22,00:01:00
37114,134,Main St @ South Gateway to Winthrop St @ Playstead Rd,2023-10-22,00:01:00
37115,134,Winthrop St @ Playstead Rd to 578 Winthrop St,2023-10-22,00:00:00
37116,134,578 Winthrop St to Winthrop St @ Brooks St - Medford HS,2023-10-22,00:01:00
37117,134,Winthrop St @ Brooks St - Medford HS to Winthrop St @ Exeter St,2023-10-22,00:01:00
37118,134,Winthrop St @ Exeter St to Winthrop St @ Suffolk St,2023-10-22,00:00:00
37119,134,Winthrop St @ Suffolk St to 300 Winthrop St,2023-10-22,00:01:00
37120,134,300 Winthrop St to High St @ Winthrop St - Winthrop Circle,2023-10-22,00:00:00
37121,134,High St @ Winthrop St - Winthrop Circle to High St opp Powder House Rd,2023-10-22,00:00:00
37122,134,High St opp Powder House Rd to High St opp Governors Ave,2023-10-22,00:01:00
37123,134,High St opp Governors Ave to 37 Riverside Ave @ Medford Sq,2023-10-22,00:00:00
37124,134,37 Riverside Ave @ Medford Sq to Riverside Ave @ Saltonstall Building,2023-10-22,00:01:00
37125,134,Riverside Ave @ Saltonstall Building to 163 Riverside Ave,2023-10-22,00:00:00
37126,134,163 Riverside Ave to Riverside Ave @ Marine St,2023-10-22,00:01:00
37127,134,Riverside Ave @ Marine St to Riverside Ave @ Maverick St,2023-10-22,00:00:00
37128,134,Riverside Ave @ Maverick St to Riverside Ave @ Foster Ct,2023-10-22,00:01:00
37129,134,Riverside Ave @ Foster Ct to Riverside Ave @ Light Guard Dr,2023-10-22,00:00:00
37130,134,Riverside Ave @ Light Guard Dr to Riverside Ave @ Rockwell Ave,2023-10-22,00:00:00
37131,134,Riverside Ave @ Rockwell Ave to 61 Locust St,2023-10-22,00:01:00
37132,134,61 Locust St to Meadow Glen Mall @ Main Entrance,2023-10-22,00:01:00
37133,134,Meadow Glen Mall @ Main Entrance to Riverside Ave @ Locust St,2023-10-22,00:02:00
37134,134,Riverside Ave @ Locust St to Riverside Ave @ Hall St,2023-10-22,00:01:00
37135,134,Riverside Ave @ Hall St to Riverside Ave @ Commercial St,2023-10-22,00:01:00
37136,134,Riverside Ave @ Commercial St to Riverside Ave @ Fellsway,2023-10-22,00:01:00
37137,134,Riverside Ave @ Fellsway to Fellsway @ Riverside Ave,2023-10-22,00:00:00
37138,134,Fellsway @ Riverside Ave to Fellsway @ Wellington Circle Shopping Ctr,2023-10-22,00:02:00
37139,134,Fellsway @ Wellington Circle Shopping Ctr to Wellington Station Busway,2023-10-22,00:04:00
37140,134,Wellington Station Busway to Corporation Way after bridge,2023-10-22,00:01:00
37141,134,Corporation Way after bridge to Fellsway @ Middlesex Ave - Wellington Circle,2023-10-22,00:02:00
37142,134,Fellsway @ Middlesex Ave - Wellington Circle to Fellsway @ Bradbury Ave,2023-10-22,00:00:00
37143,134,Fellsway @ Bradbury Ave to Riverside Ave @ Fellsway,2023-10-22,00:01:00
37144,134,Riverside Ave @ Fellsway to Riverside Ave opp Commercial St,2023-10-22,00:01:00
37145,134,Riverside Ave opp Commercial St to Riverside Ave opp Hall St,2023-10-22,00:00:00
37146,134,Riverside Ave opp Hall St to 400 Riverside Ave opp Linden St,2023-10-22,00:01:00
37147,134,400 Riverside Ave opp Linden St to 61 Locust St,2023-10-22,00:01:00
37148,134,61 Locust St to Meadow Glen Mall @ Main Entrance,2023-10-22,00:01:00
37149,134,Meadow Glen Mall @ Main Entrance to 350 Riverside Ave,2023-10-22,00:01:00
37150,134,350 Riverside Ave to Riverside Ave @ Hunewill Ave,2023-10-22,00:01:00
37151,134,Riverside Ave @ Hunewill Ave to Riverside Ave @ Carolina St,2023-10-22,00:00:00
37152,134,Riverside Ave @ Carolina St to Riverside Ave @ Pembroke St,2023-10-22,00:01:00
37153,134,Riverside Ave @ Pembroke St to Riverside Ave @ Park St,2023-10-22,00:01:00
37154,134,Riverside Ave @ Park St to Riverside Ave @ Pleasant St,2023-10-22,00:00:00
37155,134,Riverside Ave @ Pleasant St to 116 Riverside Ave,2023-10-22,00:01:00
37156,134,116 Riverside Ave to Salem St opp River St,2023-10-22,00:01:00
37157,134,Salem St opp River St to High St @ Bradlee Rd,2023-10-22,00:00:00
37158,134,High St @ Bradlee Rd to High St @ Hillside Ave,2023-10-22,00:00:00
37159,134,High St @ Hillside Ave to High St @ Powder House Rd,2023-10-22,00:01:00
37160,134,High St @ Powder House Rd to High St @ Rural Ave - Winthrop Circle,2023-10-22,00:00:00
37161,134,High St @ Rural Ave - Winthrop Circle to 305 Winthrop St,2023-10-22,00:00:00
37162,134,305 Winthrop St to Winthrop St @ Lawrence Rd,2023-10-22,00:01:00
37163,134,Winthrop St @ Lawrence Rd to Winthrop St @ Woodside Rd,2023-10-22,00:00:00
37164,134,Winthrop St @ Woodside Rd to 475 Winthrop St @ Temple Shalom,2023-10-22,00:01:00
37165,134,475 Winthrop St @ Temple Shalom to Winthrop St @ Medford HS,2023-10-22,00:00:00
37166,134,Winthrop St @ Medford HS to Winthrop St opp Smith Ln,2023-10-22,00:00:00
37167,134,Winthrop St opp Smith Ln to Winthrop St @ Playstead Rd,2023-10-22,00:01:00
37168,134,Winthrop St @ Playstead Rd to Winthrop St @ Winford Way,2023-10-22,00:01:00
37169,134,Winthrop St @ Winford Way to Main St @ Town Way,2023-10-22,00:01:00
37170,134,Main St @ Town Way to Main St @ Highland Ave,2023-10-22,00:01:00
37171,134,Main St @ Highland Ave to Main St @ Everell Rd,2023-10-22,00:01:00
37172,134,Main St @ Everell Rd to Main St @ Marshall Rd,2023-10-22,00:00:00
37173,134,Main St @ Marshall Rd to Main St @ Chestnut St,2023-10-22,00:01:00
37174,134,Main St @ Chestnut St to Main St @ Prospect St,2023-10-22,00:00:00
37175,134,Main St @ Prospect St to Main St @ Fairview Terr,2023-10-22,00:01:00
37176,134,Main St @ Fairview Terr to Main St @ Vine St,2023-10-22,00:01:00
37177,134,Main St @ Vine St to Main St @ Lake St,2023-10-22,00:01:00
37178,134,Main St @ Lake St to 757 Main St,2023-10-22,00:00:00
37179,134,757 Main St to Main St opp Richardson St,2023-10-22,00:01:00
37180,134,Main St opp Richardson St to Main St opp Hemmingway St,2023-10-22,00:01:00
37181,134,Main St opp Hemmingway St to Main St opp Sheridan Circle,2023-10-22,00:00:00
37182,134,Main St opp Sheridan Circle to Main St @ Cranes Ct,2023-10-22,00:01:00
37183,134,Main St @ Cranes Ct to Main St @ Vining Ct,2023-10-22,00:00:00
37184,134,Main St @ Vining Ct to Main St @ Richardson St,2023-10-22,00:01:00
37185,134,Main St @ Richardson St to Main St @ Fowle St,2023-10-22,00:00:00
37186,134,Main St @ Fowle St to Main St @ Green St,2023-10-22,00:00:00
37187,134,Main St @ Green St to Main St opp Myrtle St,2023-10-22,00:01:00
37188,134,Main St opp Myrtle St to Main St @ Montvale Ave,2023-10-22,00:00:00
37189,134,Main St @ Montvale Ave to Common St @ Woburn City Hall,2023-10-22,00:01:00
37190,134,Common St @ Woburn City Hall to Main St @ Myrtle St,2023-10-22,00:01:00
37191,134,Main St @ Myrtle St to 226 Main St opp Green St,2023-10-22,00:00:00
37192,134,226 Main St opp Green St to Main St @ Warren Ave,2023-10-22,00:01:00
37193,134,Main St @ Warren Ave to Main St @ Richardson St,2023-10-22,00:00:00
37194,134,Main St @ Richardson St to Main St @ Stoddard St,2023-10-22,00:01:00
37195,134,Main St @ Stoddard St to Main St @ Lydon Ct,2023-10-22,00:01:00
37196,134,Main St @ Lydon Ct to Main St @ Sheridan Circle,2023-10-22,00:00:00
37197,134,Main St @ Sheridan Circle to Main St @ Hemingway St,2023-10-22,00:01:00
37198,134,Main St @ Hemingway St to Main St @ Canal St,2023-10-22,00:00:00
37199,134,Main St @ Canal St to Main St @ Clark St,2023-10-22,00:01:00
37200,134,Main St @ Clark St to Main St @ Lake St,2023-10-22,00:01:00
37201,134,Main St @ Lake St to Main St @ Vine St,2023-10-22,00:00:00
37202,134,Main St @ Vine St to Main St @ Washington St,2023-10-22,00:02:00
37203,134,Main St @ Washington St to Main St @ Mystic Ave,2023-10-22,00:00:00
37204,134,Main St @ Mystic Ave to Main St @ Lincolnshire Way,2023-10-22,00:01:00
37205,134,Main St @ Lincolnshire Way to Main St @ Madison Ave West,2023-10-22,00:00:00
37206,134,Main St @ Madison Ave West to Main St @ Ridgefield Rd,2023-10-22,00:01:00
37207,134,Main St @ Ridgefield Rd to Main St opp Highland Ave,2023-10-22,00:00:00
37208,134,Main St opp Highland Ave to Main St @ South Gateway,2023-10-22,00:01:00
37209,134,Main St @ South Gateway to Winthrop St @ Playstead Rd,2023-10-22,00:01:00
37210,134,Winthrop St @ Playstead Rd to 578 Winthrop St,2023-10-22,00:00:00
37211,134,578 Winthrop St to Winthrop St @ Brooks St - Medford HS,2023-10-22,00:01:00
37212,134,Winthrop St @ Brooks St - Medford HS to Winthrop St @ Exeter St,2023-10-22,00:01:00
37213,134,Winthrop St @ Exeter St to Winthrop St @ Suffolk St,2023-10-22,00:00:00
37214,134,Winthrop St @ Suffolk St to 300 Winthrop St,2023-10-22,00:01:00
37215,134,300 Winthrop St to High St @ Winthrop St - Winthrop Circle,2023-10-22,00:00:00
37216,134,High St @ Winthrop St - Winthrop Circle to High St opp Powder House Rd,2023-10-22,00:00:00
37217,134,High St opp Powder House Rd to High St opp Governors Ave,2023-10-22,00:01:00
37218,134,High St opp Governors Ave to 37 Riverside Ave @ Medford Sq,2023-10-22,00:00:00
37219,134,37 Riverside Ave @ Medford Sq to Riverside Ave @ Saltonstall Building,2023-10-22,00:01:00
37220,134,Riverside Ave @ Saltonstall Building to 163 Riverside Ave,2023-10-22,00:00:00
37221,134,163 Riverside Ave to Riverside Ave @ Marine St,2023-10-22,00:01:00
37222,134,Riverside Ave @ Marine St to Riverside Ave @ Maverick St,2023-10-22,00:00:00
37223,134,Riverside Ave @ Maverick St to Riverside Ave @ Foster Ct,2023-10-22,00:01:00
37224,134,Riverside Ave @ Foster Ct to Riverside Ave @ Light Guard Dr,2023-10-22,00:00:00
37225,134,Riverside Ave @ Light Guard Dr to Riverside Ave @ Rockwell Ave,2023-10-22,00:00:00
37226,134,Riverside Ave @ Rockwell Ave to 61 Locust St,2023-10-22,00:01:00
37227,134,61 Locust St to Meadow Glen Mall @ Main Entrance,2023-10-22,00:01:00
37228,134,Meadow Glen Mall @ Main Entrance to Riverside Ave @ Locust St,2023-10-22,00:02:00
37229,134,Riverside Ave @ Locust St to Riverside Ave @ Hall St,2023-10-22,00:01:00
37230,134,Riverside Ave @ Hall St to Riverside Ave @ Commercial St,2023-10-22,00:01:00
37231,134,Riverside Ave @ Commercial St to Riverside Ave @ Fellsway,2023-10-22,00:01:00
37232,134,Riverside Ave @ Fellsway to Fellsway @ Riverside Ave,2023-10-22,00:00:00
37233,134,Fellsway @ Riverside Ave to Fellsway @ Wellington Circle Shopping Ctr,2023-10-22,00:02:00
37234,134,Fellsway @ Wellington Circle Shopping Ctr to Wellington Station Busway,2023-10-22,00:04:00
37235,134,Wellington Station Busway to Corporation Way after bridge,2023-10-22,00:01:00
37236,134,Corporation Way after bridge to Fellsway @ Middlesex Ave - Wellington Circle,2023-10-22,00:02:00
37237,134,Fellsway @ Middlesex Ave - Wellington Circle to Fellsway @ Bradbury Ave,2023-10-22,00:01:00
37238,134,Fellsway @ Bradbury Ave to Riverside Ave @ Fellsway,2023-10-22,00:01:00
37239,134,Riverside Ave @ Fellsway to Riverside Ave opp Commercial St,2023-10-22,00:01:00
37240,134,Riverside Ave opp Commercial St to Riverside Ave opp Hall St,2023-10-22,00:00:00
37241,134,Riverside Ave opp Hall St to 400 Riverside Ave opp Linden St,2023-10-22,00:00:00
37242,134,400 Riverside Ave opp Linden St to 61 Locust St,2023-10-22,00:01:00
37243,134,61 Locust St to Meadow Glen Mall @ Main Entrance,2023-10-22,00:01:00
37244,134,Meadow Glen Mall @ Main Entrance to 350 Riverside Ave,2023-10-22,00:02:00
37245,134,350 Riverside Ave to Riverside Ave @ Hunewill Ave,2023-10-22,00:00:00
37246,134,Riverside Ave @ Hunewill Ave to Riverside Ave @ Carolina St,2023-10-22,00:01:00
37247,134,Riverside Ave @ Carolina St to Riverside Ave @ Pembroke St,2023-10-22,00:00:00
37248,134,Riverside Ave @ Pembroke St to Riverside Ave @ Park St,2023-10-22,00:01:00
37249,134,Riverside Ave @ Park St to Riverside Ave @ Pleasant St,2023-10-22,00:01:00
37250,134,Riverside Ave @ Pleasant St to 116 Riverside Ave,2023-10-22,00:01:00
37251,134,116 Riverside Ave to Salem St opp River St,2023-10-22,00:01:00
37252,134,Salem St opp River St to High St @ Bradlee Rd,2023-10-22,00:00:00
37253,134,High St @ Bradlee Rd to High St @ Hillside Ave,2023-10-22,00:00:00
37254,134,High St @ Hillside Ave to High St @ Powder House Rd,2023-10-22,00:01:00
37255,134,High St @ Powder House Rd to High St @ Rural Ave - Winthrop Circle,2023-10-22,00:00:00
37256,134,High St @ Rural Ave - Winthrop Circle to 305 Winthrop St,2023-10-22,00:00:00
