stop_id,route_id
964,['51']
966,['57' '193' '51' '66']
973,['57' '193' '66']
979,['57' '193']
987,['57' '193' '501' '66']
994,['501' '66']
1001,['51']
1026,['86' '51' '65']
1043,['70' '86']
1051,['70']
1059,['64']
1060,['83' '91' '64']
1070,['70']
1077,['70' '86']
1084,['86' '51']
1110,['64']
1111,['66']
1116,['64']
1123,['47' '64' '70']
1128,['39' '192' '21' '32' '34' '36' '37' '38']
1160,['39' '41' '35' '38']
1165,['42']
1187,['42']
1188,['22' '44' '29']
1190,['64']
1195,['64']
1214,['64']
1222,['22' '29']
1231,['43']
1235,['43']
1241,['43']
1247,['43']
1251,['43']
1258,['22' '29']
1259,['15' '23' '28']
1276,['65']
1292,['65']
1302,['66']
1308,['66']
1317,['39' '66' '192' '21' '32' '34' '36' '37']
1323,['66']
1325,['44' '32' '34' '36']
1332,['44' '32' '34' '36']
1346,['44' '32' '34' '36' '38']
1354,['44' '32' '34' '36' '38']
1357,['66']
1362,['66']
1363,['39' '192' '35']
1372,['66']
1378,['66']
1401,['69']
1404,['69']
1422,['69']
1425,['69']
1431,['83']
1468,['15']
1475,['15' '17']
1480,['15' '16' '17' '191']
1486,['15' '41']
1497,['15' '41']
1503,['15' '191']
1508,['15' '17']
1515,['15']
1518,['08' '60' '57' '65']
1520,['19']
1521,['60' '65']
1525,['60']
1526,['66' '65']
1533,['60']
1535,['60']
1540,['60']
1545,['60']
1547,['60']
1555,['60' '66' '65']
1563,['08' '60' '22' '65']
1565,['45' '10' '16' '66']
1566,['45']
1569,['45']
1576,['45']
1577,['45']
1583,['45']
1586,['45']
1587,['16']
1618,['40']
1643,['238']
1663,['350']
1677,['350']
1683,['350']
1687,['350' '354']
1695,['354']
1714,['28' '31' '29']
1728,['28' '31' '29']
1731,['28' '29']
1737,['28' '29']
1741,['22' '29']
1761,['14']
1773,['47' 'CT2']
1775,['CT2']
1778,['CT2']
1779,['08' '47' '19' '57']
1780,['CT2']
1784,['08' '19' '22' '28' '57' 'CT2' 'CT3']
1799,['08' '19' '22' 'CT3']
1804,['08' '47' '60' '09' '19' '22' '65']
1805,['CT2' 'CT3']
1807,['57' 'CT2']
1808,['CT2']
1809,['47' 'CT2']
1839,['51']
1853,['51']
1875,['51']
1888,['51']
1895,['51']
1926,['55']
1932,['55']
1939,['39' '41' '192' '21' '32' '34' '35' '36' '37']
1984,['60']
1994,['501' '65']
2003,['35' '38']
2020,['71' '73']
2025,['71' '73']
2030,['71' '73']
2043,['71']
2050,['71']
2064,['71' '73']
2070,['71' '73']
2074,['71' '73']
2076,['71' '73' '77']
2077,['71' '75']
2080,['75']
2095,['75']
2098,['71' '75']
2099,['554']
2108,['73']
2125,['73']
2134,['73']
2137,['75' '74']
2144,['75' '74']
2148,['78']
2154,['78' '74']
2159,['75' '78' '74']
2170,['75' '78' '74']
2176,['75' '78' '74']
2181,['78' '74']
2187,['78']
2191,['75' '74']
2231,['64' '68' '85']
2251,['77']
2258,['77' '67']
2260,['350']
2265,['350' '77']
2271,['77']
2277,['350' '77']
2282,['350' '77']
2283,['67']
2291,['77']
2296,['77']
2307,['77' '96']
2310,['77' '96']
2321,['77']
2331,['78' '62' '76']
2353,['62' '76']
2361,['78']
2362,['80' '95']
2374,['80' '94']
2376,['96']
2381,['80' '94' '96']
2388,['80']
2398,['80']
2404,['80']
2405,['94' '96']
2410,['96']
2412,['80' '94']
2418,['80' '94']
2425,['83']
2430,['83']
2439,['83']
2441,['83']
2444,['64']
2448,['83']
2451,['83']
2460,['83']
2464,['78' '76']
2495,['76']
2510,['87' '85']
2519,['85']
2528,['85']
2531,['91' 'CT2']
2553,['66' '86']
2561,['66' '86']
2577,['87' '88']
2581,['87' '88']
2591,['87']
2597,['86']
2600,['87' '88']
2607,['87' '88']
2612,['86' '87' '91' 'CT2']
2618,['87']
2634,['194' '87' '88' '89']
2637,['194' '87' '88' '89']
2664,['88' '90']
2671,['88']
2677,['88']
2684,['88' '90']
2691,['194' '89']
2695,['194' '89']
2699,['80']
2703,['194' '89']
2729,['101' '194' '89']
2738,['194' '80' '89']
2783,['33']
2789,['50']
2796,['40' '50']
2805,['50']
2812,['50']
2819,['32']
2821,['92']
2829,['111']
2832,['111']
2835,['92']
2844,['194' '93']
2850,['93']
2855,['194' '93']
2867,['194' '93']
2910,['16' '17' '41']
2913,['16']
2919,['16']
2922,['16' '32' '34' '36']
2925,['16']
2931,['16']
2933,['41']
2935,['17' '41']
3026,['210']
3031,['245']
3032,['210' '217']
3036,['245']
3045,['210' '217']
3046,['211']
3051,['210']
3067,['201' '210']
3075,['201' '210']
3078,['201' '19']
3087,['202' '210']
3093,['245']
3125,['210' '211' '215' '217']
3128,['211']
3136,['211']
3151,['211']
3157,['211']
3165,['211']
3191,['211' '245']
3199,['245']
3210,['217']
3227,['217']
3239,['216']
3240,['216']
3248,['216']
3265,['216']
3280,['216']
3288,['216']
3290,['216']
3292,['216']
3305,['216']
3308,['216']
3326,['215' '225' '230' '236' '238']
3327,['215' '225' '230' '236']
3330,['215' '230' '236' '238']
3336,['215']
3345,['215']
3359,['215' '217' '245']
3366,['215']
3382,['215']
3389,['215' '217']
3391,['245']
3395,['215']
3403,['215']
3412,['215']
3418,['215' '238']
3422,['215' '225' '230' '236']
3423,['215' '225' '230' '236' '238']
3476,['211']
3513,['80' '94']
3515,['216']
3516,['220' '222']
3525,['220' '222']
3539,['220' '222']
3549,['220']
3560,['220']
3582,['220']
3595,['220']
3603,['220']
3616,['220']
3630,['220' '222']
3639,['220' '222']
3675,['222']
3684,['222']
3692,['222']
3707,['222']
3711,['225' '226']
3724,['225']
3729,['225']
3789,['225']
3793,['225']
3808,['225']
3824,['225' '226']
3852,['210' '238']
3855,['230']
3887,['230']
3911,['230']
3943,['230']
3946,['238']
3959,['230' '236']
3966,['230']
3986,['230']
3990,['230']
4010,['230']
4017,['236' '238']
4019,['236']
4020,['238']
4024,['236' '238']
4042,['238']
4058,['238']
4076,['238']
4093,['238']
4134,['240']
4144,['245']
4147,['240' '245']
4153,['240']
4165,['240']
4177,['240']
4191,['240']
4194,['240']
4198,['240' '245']
4232,['238' '240']
4233,['238' '240']
4250,['238' '240']
4255,['238' '240']
4258,['238' '240']
4277,['238' '240']
4290,['240']
4344,['245']
4364,['245']
4404,['245']
4451,['426' '442' '455' '436']
4472,['450' '456']
4475,['450' '456']
4482,['450' '424']
4492,['117' '442' '450' '455' '424' '436']
4498,['426' '450' '455' '424']
4515,['426' '450' '455' '424']
4520,['117' '442' '450' '455' '424' '441']
4525,['426' '442' '455' '441']
4526,['426' '450']
4538,['450' '456']
4541,['450' '456']
4553,['450' '456']
4576,['436']
4588,['436']
4709,['441' '442' '439']
4717,['110' '117']
4733,['110' '117' '426' '450']
4755,['441' '442']
4761,['411']
4771,['441']
4777,['441']
4807,['441' '442']
4825,['442']
4865,['441']
4872,['441']
4886,['441' '442']
4901,['442']
4928,['435']
4935,['435']
5002,['101' '134' '95']
5005,['134' '94' '95']
5015,['96']
5031,['95']
5034,['96']
5040,['96' '101']
5045,['114']
5072,['101' '108' '99' '132']
5080,['99']
5089,['08' '10' 'CT3']
5090,['08' '10' '47' 'CT3']
5095,['191' 'SL4' 'SL5']
5098,['SL4' 'SL5' '191']
5104,['87' '88' '89' '90' '94' '96']
5215,['100']
5223,['38']
5227,['38']
5232,['21' '31']
5236,['42']
5245,['35' '38']
5249,['35' '38']
5256,['35' '38']
5263,['38']
5264,['100']
5271,['100' '106' '108' '110' '112' '134' '97' '99']
5282,['101']
5291,['101']
5298,['101']
5303,['101']
5306,['101']
5309,['101']
5316,['101']
5325,['101']
5327,['137' '97' '99' '131']
5333,['95']
5342,['106' '108' '411' '430']
5347,['104']
5354,['104']
5361,['104']
5381,['105']
5394,['105']
5404,['105' '106' '99']
5405,['105' '106' '99']
5414,['105']
5426,['105']
5436,['106']
5449,['106' '99']
5450,['121']
5451,['106' '99']
5457,['108' '430']
5466,['106']
5472,['106']
5481,['109']
5488,['109']
5496,['104' '109' '110' '112' '97']
5518,['104' '109']
5524,['109']
5537,['110']
5547,['110' '111']
5554,['110']
5560,['104' '109' '110' '112' '97']
5565,['104' '109' '110' '112' '97']
5569,['110']
5577,['110']
5585,['110']
5586,['110']
5592,['111']
5595,['111']
5597,['112']
5601,['111']
5605,['111' '112' '116' '117' '114']
5607,['111']
5611,['111']
5615,['111' '112' '116' '117' '114']
5620,['111']
5626,['111']
5629,['111']
5666,['112' '120' '121']
5695,['104' '109' '110' '112' '97']
5713,['116' '117']
5714,['117' '119']
5720,['116' '117']
5736,['116' '117' '114' '121']
5740,['116' '117' '120' '114' '121']
5743,['116' '117' '114' '121']
5755,['116' '117']
5761,['117']
5763,['116' '119']
5790,['117']
5810,['119']
5819,['119']
5832,['119']
5854,['120']
5862,['120']
5867,['120']
5879,['120']
5880,['120']
5907,['121']
5916,['131']
5921,['131']
5980,['132']
5991,['132']
6022,['30' '34' '34E' '40' '50']
6102,['455']
6103,['455' '451']
6126,['455']
6135,['455']
6146,['455']
6157,['455']
6181,['455' '451']
6267,['119' '429' '411']
6310,['95']
6322,['134' '94' '95']
6357,['33']
6366,['24']
6368,['24']
6378,['33']
6390,['24']
6411,['24']
6419,['24']
6433,['30' '14' '24']
6459,['30' '24']
6460,['14']
6471,['32' '33']
6474,['32' '33']
6478,['32' '33']
6496,['32' '33']
6500,['32' '33']
6504,['32' '33']
6509,['32' '33']
6522,['33']
6538,['SL4']
6548,['93' '92']
6550,['501' '504' '505']
6551,['501' '504' '505']
6555,['501' '504' '505']
6564,['11' '04' '07']
6565,['11' 'SL4' 'SL5']
6611,['439']
6613,['439']
6646,['439']
6700,['429']
6701,['429']
6719,['429']
6746,['429']
6747,['426' '429']
6767,['435']
6842,['424' '456']
6862,['435']
6902,['350' '354']
6953,['134']
7094,['117']
7096,['171' '743']
7097,['743']
7107,['451']
7131,['451']
7190,['451']
7214,['424']
7223,['424' '456']
7245,['435']
7252,['450' '424']
7260,['436']
7263,['435']
7269,['435' '436']
7270,['435' '436']
7290,['436']
7292,['436']
7300,['436']
7319,['436']
7340,['436']
7341,['436']
7376,['426']
7394,['426' '428']
7401,['426' '428' '430']
7412,['108' '109' '426' '429' '411' '428']
7417,['109' '119' '426' '429' '411' '428']
7428,['429']
7429,['426' '428']
7435,['426' '428']
7452,['426']
7474,['428' '430']
7486,['428']
7506,['428']
7529,['429' '430']
7539,['430']
7542,['430']
7566,['429' '430']
7582,['428']
7600,['553']
7623,['553' '554']
7651,['553' '554']
7724,['556']
7783,['61']
7828,['558']
7838,['505']
7878,['62' '76']
7883,['62']
7898,['62']
7922,['77' '62']
7961,['67']
8146,['59']
8151,['59']
8155,['59']
8166,['59']
8178,['59' '70' '71']
8203,['59']
8208,['59']
8213,['59']
8235,['354']
8244,['350' '354']
8248,['350']
8254,['350']
8269,['350']
8281,['43']
8297,['70']
8301,['100']
8302,['100']
8303,['100']
8309,['111' '117' '194']
8311,['100']
8315,['100']
8326,['202']
8331,['33']
8336,['411' '428' '430']
8341,['201' '202']
8394,['52']
8436,['62' '76']
8451,['62']
8466,['62']
8471,['62']
8476,['52']
8486,['52']
8495,['52']
8504,['52']
8511,['52']
8522,['52']
8528,['52']
8537,['52']
8545,['52']
8554,['52']
8608,['62' '76']
8629,['62' '76']
8647,['62' '76']
8678,['70']
8687,['19' '202']
8692,['134']
8800,['210']
8809,['201']
8814,['202']
8815,['70']
8825,['70']
8852,['134']
8949,['33']
9021,['411']
9025,['108' '411' '430']
9038,['108' '134']
9042,['100']
9049,['108' '134']
9060,['108' '411' '430']
9063,['411']
9071,['131']
9077,['131']
9085,['131']
9091,['131']
9100,['131']
9109,['134']
9125,['134' '354']
9127,['134']
9145,['134']
9147,['101' '134' '95']
9161,['134']
9162,['134']
9176,['101' '134' '94' '95']
9179,['137']
9188,['137']
9196,['137' '131']
9199,['137']
9203,['137']
9226,['137' '131']
9230,['137' '131']
9233,['137' '131']
9242,['137']
9251,['137']
9326,['132']
9328,['137' '131']
9434,['CT2']
9441,['19']
9522,['70']
9525,['70']
9526,['70']
9780,['57' '66']
10000,['43' '192']
10006,['47']
10008,['47']
10011,['47']
10016,['134']
10413,['22' '44' '29']
10424,['14']
10590,['01']
10612,['34' '34E']
10618,['34E']
10642,"['30' '34' '34E' '35' '36' '39' '40' '16' '192' '21' '32' '37' '38' '50'
 '51']"
10820,['36' '24']
10833,['34' '35' '52']
11081,['501' '504' '505']
11082,['501' '504' '505']
11085,['501']
11086,['501']
11131,['39' '41' '21' '32' '34' '36' '37']
11148,['22']
11241,['08' '10' '16']
11257,['15' '23' '28' '44' '45']
11323,['19']
11366,['60']
11384,['10']
11388,['39' '09']
11389,['39']
11391,['55']
11408,['69']
11531,['22' '41' '44' '14' '29']
11545,['51']
11599,['04']
11613,['40']
11618,['40']
11712,['28' '31' '29']
11735,['29']
11771,['CT2']
11780,['09' '19' '21' '22' '28' '32' '34' '35' '36' '37' '38' '39' '57']
11802,['09' 'CT3']
11803,['CT2' 'CT3']
11837,['51']
11839,['37']
11891,['04']
11939,['41' '38']
12001,['111']
12002,['111']
12003,['111']
12004,['111']
12005,['743' 'SL1']
12006,['SL1']
12007,['SL1']
12008,['743' 'SL1']
12009,['743']
12010,['743']
12231,['CT2']
12301,['77' '96']
12352,['78']
12439,['91']
12451,['91']
12480,['62' '67' '76']
12614,['75' '78' '71' '73' '74']
12636,['87']
12644,['87']
12829,['93']
12836,['194' '93']
13142,['211']
13245,['216']
13321,['10' '23']
13400,['217']
13406,['245']
13618,['34E']
13808,['226']
13814,['226']
13820,['226']
13829,['226']
13839,['226']
13844,['222']
14150,['69' '80' '87' '88']
14211,['240']
14460,['450' '456']
14717,['426' '450']
14748,['426' '429' '435' '441' '442' '455' '436' '439' '456']
15047,['112']
15058,['99']
15095,['11']
15100,['15']
15216,['38']
15431,['106' '108' '411' '430']
15795,['110' '116' '117' '426' '441' '442' '450' '455' '411' '424' '439']
15808,['119']
15975,['132']
15986,['132']
15989,['132']
15992,['132']
16102,['455']
16305,['95']
16316,['95']
16434,['30' '24']
16535,['07' '505']
16538,['11' '07']
16653,['426' '435' '442' '455' '436']
17091,['SL1']
17093,['SL1']
17094,['171' 'SL1']
17095,['171' 'SL1']
17096,['743' 'SL1']
17102,['451']
17170,['451']
17370,['436']
17391,['22' '29' '32' '34' '36' '38']
17411,['22' '29']
17861,['08' '15' '22' '23' '28' '44' '45' '47' '09' '29' '57' 'CT2']
17862,['22' '23' '28' '19' '29' 'CT3']
17863,['08' '15' '43' '44' '45' '47' '22' 'CT2' 'CT3']
18239,['350']
18351,['451']
18511,['28' '31' '29']
18636,['62' '76']
18801,['202']
18928,['61']
18974,['33']
18975,['33']
19031,['52']
19661,['60']
19821,['60']
20761,['71' '73' '75' '77' '78' '86' '96' '74']
21148,['15' '23' '28' '44' '45' '19' '22' '66']
21599,['04']
21772,['CT2']
21773,['CT2']
21917,['86' '51']
22173,['CT2']
22549,['66' '86']
22671,['350' '77']
22751,['350' '77']
23151,['77' '96' '83']
23391,['39']
23406,['245']
24481,['68']
24490,['68']
24791,['62' '67' '76']
25618,['34E']
25989,['132']
26137,['455']
26500,['14']
26531,['40' '33' '50']
26618,['34E']
27092,['171' 'SL1']
28281,['92']
28745,['90']
28746,['90']
29001,['101' '104' '105' '109' '86' '89' '90' '91' '93' '95' '92' 'CT2']
29002,['105']
29003,['95']
29004,['CT2']
29005,['86']
29006,['91']
29007,['104']
29008,['109']
29009,['92']
29010,['194' '93']
29011,['194' '89']
29012,['101']
29051,['08' '10' '16']
29253,['137']
30009,['CT3']
30203,['93' '04' '92']
30249,['04']
30250,['SL2']
30294,['11']
31255,['SL2']
31257,['04']
31317,['39' 'CT2']
31365,['39' '192' '21' '32' '34' '35' '36' '37' '38']
31391,['192']
32000,['240']
32001,['225' '236' '211' '217' '245']
32002,['216']
32003,['215' '230' '238']
32004,['220' '222']
32005,['210' '211' '217']
32549,['75' '77' '78' '96' '71' '74']
32840,['92']
32912,['216']
34579,['CT2']
34589,['51']
35201,['16']
36466,['32' '40' '192' '50']
36541,['09']
36618,['34E']
37150,['450' '455' '435' '451' '456']
38155,['558']
38493,['236']
38671,['210' '230' '236' '226']
38813,['201' '202']
39321,['225']
39401,['225']
39683,['236']
39870,['230']
40001,['23' '28' '44' '10' '19' '66']
41187,['42']
41391,['39' '09']
41692,['350']
42819,['32']
42820,['32']
43011,['240']
45002,['134' '94' '96']
45003,['354']
45331,['97']
45413,['97']
47170,['451']
49001,['SL5']
49002,['SL4' 'SL5']
49158,['134']
49795,['351']
49797,['351']
49805,['350' '351']
49806,['351']
49808,['350']
49842,['354']
49848,['350']
49901,['354']
49917,['354']
49927,['354']
49950,['351']
49999,['354']
50619,['34E']
50940,['350']
51317,['192']
53270,['104' '105' '106' '108' '411' '430']
56734,['426' '429']
57400,['120']
58618,['34E']
60618,['34E']
61848,['34E']
61857,['34E']
63241,['101' '134' '95']
64000,['15' '191' '23' '28' '41' '42' '44' '45' '66' '14' '19']
64002,['19']
65471,['04']
65541,['505']
65547,['505']
65741,['39' '192' '21' '32' '34' '35' '36' '37' '38']
66731,['436']
67120,['24' '36']
67202,['429']
68510,['424']
69618,['34E']
70618,['34' '34E']
71391,['192' 'CT2']
71855,['501' '504']
73619,['34E']
74611,['743' '746' 'SL1' 'SL2']
74612,['743' '746' 'SL1' 'SL2']
74613,['743' '746' 'SL1' 'SL2']
74614,['743' '746' 'SL1' 'SL2']
74615,['743' '746' 'SL1' 'SL2']
74616,['743' '746' 'SL1' 'SL2']
74617,['743' '746' 'SL1' 'SL2']
74624,['743' '746' 'SL1' 'SL2']
74630,['743']
74631,['743']
74632,['743']
74633,['743']
74634,['743']
74635,['743']
74636,['743']
74637,['743']
77777,['CT3']
78201,['505']
78211,['505']
78219,['505']
78981,['62']
78988,['62']
81317,['39']
81441,['59']
81463,['59']
81916,['51']
82034,['59']
82039,['59']
82049,['59']
82140,['59']
82471,['354']
82853,['59']
83571,['451']
85231,['76']
85565,['52']
85568,['24']
86179,['62' '76']
86618,['34E']
86942,['556']
86943,['505']
86944,['61' '70' '505']
86971,['553' '554' '558']
88333,['70' '505' '553' '554' '558']
88334,['556']
88591,['134']
89610,['61']
89617,['34E']
90620,['34E']
91317,['192']
91391,['39' '21' '32' '34' '35' '36' '37' '38' 'CT2']
91852,['59']
93129,['211' '217']
94320,['435' '429' '436']
96459,['30' '24']
98618,['34E']
99832,['34']
99991,['38']
