stop_id,latitude,longitude
65741,42.329401,-71.11093
66731,42.462577,-70.948082
67120,42.28101,-71.177035
67202,42.489296,-71.019775
69618,42.248262,-71.173256
70618,42.25058,-71.170267
71391,42.337684,-71.096046
71855,42.348245,-71.076218
73619,42.159136,-71.21835
74611,42.352271,-71.055242
74612,42.35245,-71.04685
74613,42.34863,-71.04246
74614,42.347241,-71.038801
74615,42.34863,-71.04246
74616,42.35245,-71.04685
74617,42.352271,-71.055242
74624,42.347066,-71.037969
74630,42.396661,-71.04029
74631,42.39682,-71.040437
74632,42.395328,-71.033291
74633,42.395638,-71.034599
74634,42.394018,-71.028439
74635,42.394168,-71.028452
74636,42.388403,-71.02409
74637,42.388476,-71.023829
77777,42.332906,-71.081253
78201,42.357685,-71.239754
78211,42.347446,-71.245416
78219,42.345723,-71.233334
78981,42.475421,-71.253388
78988,42.476167,-71.252434
81317,42.34016,-71.088899
81441,42.293543,-71.235202
81463,42.309265,-71.220548
81916,42.326155,-71.140511
82034,42.309046,-71.22031
82039,42.313954,-71.211591
82049,42.313962,-71.211439
82140,42.293848,-71.235334
82471,42.467852,-71.178576
82853,42.350667,-71.207073
85231,42.458044,-71.266621
85565,42.283778,-71.169626
85568,42.277802,-71.167005
86179,42.462813,-71.291173
86618,42.145822,-71.25317
86943,42.375625,-71.236982
86944,42.374525,-71.235692
86971,42.373876,-71.236394
88333,42.374664,-71.235376
88334,42.376251,-71.237666
88591,42.505811,-71.147136
89610,42.39705,-71.257227
89617,42.158933,-71.218377
90620,42.218878,-71.188252
91317,42.341244,-71.08651
91391,42.336067,-71.100187
91852,42.273039,-71.237947
93129,42.277475,-71.024137
94320,42.460546,-70.954427
96459,42.278688,-71.116096
98618,42.145831,-71.25294
99832,42.251984,-71.168849
99991,42.308378,-71.115619
