trip_id,pattern,shape_id
58237408,62,660262
58237409,62,660262
58238160,62,660262
58238161,62,660262
58238162,62,660262
58238163,62,660262
58238164,62,660262
58238165,62,660262
58238166,62,660262
58238167,62,660262
58238168,62,660262
58238169,62,660262
58238170,62,660262
58238171,62,660262
58238172,62,660262
58238173,62,660262
58238174,62,660262
58238175,62,660262
58238176,62,660262
58238177,62,660262
58238178,62,660262
58238182,62,660262
58238183,62,660262
58238184,62,660262
58238185,62,660262
58238186,62,660262
58238187,62,660262
58238188,62,660262
58238189,62,660262
58238190,62,660262
58238191,62,660262
58238192,62,660262
58238193,62,660262
58238194,62,660262
58238195,62,660262
58238196,62,660262
58238197,62,660262
58238198,62,660262
58238199,62,660262
58238200,62,660262
58238201,62,660262
58238203,62,660262
58238225,62,660262
58240984,62,660262
58240986,62,660262
58240988,62,660262
58240989,62,660262
58240990,62,660262
58240991,62,660262
58240997,62,660262
58240998,62,660262
58241001,62,660262
58241002,62,660262
58241003,62,660262
58241004,62,660262
58241005,62,660262
58241006,62,660262
58241008,62,660262
58241015,62,660262
58241016,62,660262
58241017,62,660262
58241018,62,660262
58241019,62,660262
58241020,62,660262
58241021,62,660262
58241022,62,660262
58241029,62,660262
58241034,62,660262
58241035,62,660262
58241036,62,660262
58241037,62,660262
58241038,62,660262
58241039,62,660262
58241040,62,660262
58241041,62,660262
58241049,62,660262
58241050,62,660262
58241053,62,660262
58241054,62,660262
58241055,62,660262
58241056,62,660262
58241057,62,660262
58241063,62,660262
58241064,62,660262
58241065,62,660262
58241066,62,660262
58241067,62,660262
58241068,62,660262
58241074,62,660262
58241076,62,660262
58241078,62,660262
58241080,62,660262
58241082,62,660262
58241083,62,660262
58241085,62,660262
58241087,62,660262
58241089,62,660262
58241091,62,660262
58241093,62,660262
58241094,62,660262
58241098,62,660262
58241099,62,660262
58241101,62,660262
58241102,62,660262
58241105,62,660262
58241106,62,660262
58241107,62,660262
58241108,62,660262
58241109,62,660262
58241110,62,660262
58241114,62,660262
58241704,62,660262
58241706,62,660262
58241708,62,660262
58241710,62,660262
58241711,62,660262
58241844,62,660262
58313112,62,660262
58313114,62,660262
58313116,62,660262
58313117,62,660262
58313118,62,660262
58313119,62,660262
58313125,62,660262
58313126,62,660262
58313129,62,660262
58313130,62,660262
58313131,62,660262
58313132,62,660262
58313133,62,660262
58313134,62,660262
58313136,62,660262
58313143,62,660262
58313144,62,660262
58313145,62,660262
58313146,62,660262
58313147,62,660262
58313148,62,660262
58313149,62,660262
58313150,62,660262
58313157,62,660262
58313162,62,660262
58313163,62,660262
58313164,62,660262
58313165,62,660262
58313166,62,660262
58313167,62,660262
58313168,62,660262
58313169,62,660262
58313177,62,660262
58313178,62,660262
58313181,62,660262
58313182,62,660262
58313183,62,660262
58313184,62,660262
58313185,62,660262
58313191,62,660262
58313192,62,660262
58313193,62,660262
58313194,62,660262
58313195,62,660262
58313196,62,660262
58313202,62,660262
58313204,62,660262
58313206,62,660262
58313208,62,660262
58313210,62,660262
58313211,62,660262
58313213,62,660262
58313215,62,660262
58313217,62,660262
58313219,62,660262
58313221,62,660262
58313222,62,660262
58313226,62,660262
58313227,62,660262
58313229,62,660262
58313230,62,660262
58313233,62,660262
58313234,62,660262
58313235,62,660262
58313236,62,660262
58313237,62,660262
58313238,62,660262
58313242,62,660262
58313832,62,660262
58313834,62,660262
58313836,62,660262
58313838,62,660262
58313839,62,660262
58313972,62,660262
58403624,62,660262
58403625,62,660262
58403626,62,660262
58403627,62,660262
58403628,62,660262
58403629,62,660262
58403630,62,660262
58403631,62,660262
58403632,62,660262
58403633,62,660262
58403634,62,660262
58403635,62,660262
58403636,62,660262
58403637,62,660262
58403638,62,660262
58403639,62,660262
58403640,62,660262
58403641,62,660262
58403642,62,660262
58403643,62,660262
58403644,62,660262
58403645,62,660262
58403646,62,660262
58403647,62,660262
58403648,62,660262
58403649,62,660262
58403650,62,660262
58403651,62,660262
58403652,62,660262
58403653,62,660262
58403654,62,660262
58403655,62,660262
58403656,62,660262
58403657,62,660262
58403658,62,660262
58403659,62,660262
58403660,62,660262
58403661,62,660262
58403662,62,660262
58403663,62,660262
58403664,62,660262
58403665,62,660262
58403666,62,660262
58403667,62,660262
58403668,62,660262
58403669,62,660262
58403670,62,660262
58403671,62,660262
58403672,62,660262
58403673,62,660262
58403674,62,660262
58403675,62,660262
58403676,62,660262
58403677,62,660262
58403678,62,660262
58403679,62,660262
58403680,62,660262
58403681,62,660262
58403682,62,660262
58403683,62,660262
58403684,62,660262
58403685,62,660262
58403686,62,660262
58403687,62,660262
58403688,62,660262
58403689,62,660262
58403690,62,660262
58403691,62,660262
58403692,62,660262
58403693,62,660262
58403694,62,660262
58403695,62,660262
58403696,62,660262
58403697,62,660262
58403698,62,660262
58403699,62,660262
58403700,62,660262
58403701,62,660262
58403702,62,660262
58403703,62,660262
58403704,62,660262
58403705,62,660262
58403706,62,660262
58403707,62,660262
58403708,62,660262
58403709,62,660262
58403710,62,660262
58403711,62,660262
58403712,62,660262
58403713,62,660262
58403714,62,660262
58403715,62,660262
58403716,62,660262
58403717,62,660262
58403718,62,660262
58403719,62,660262
58403720,62,660262
58403721,62,660262
58403722,62,660262
58403723,62,660262
58403724,62,660262
58403725,62,660262
58403726,62,660262
58403727,62,660262
58404810,62,660262
58404811,62,660262
58444623,62,660262
58444624,62,660262
58444625,62,660262
58444626,62,660262
58444627,62,660262
58444628,62,660262
58444629,62,660262
58444630,62,660262
58444631,62,660262
58444632,62,660262
58444633,62,660262
58444634,62,660262
58444635,62,660262
58444636,62,660262
58444637,62,660262
58444638,62,660262
58444639,62,660262
58444640,62,660262
58444641,62,660262
58444642,62,660262
58444643,62,660262
58444644,62,660262
58444645,62,660262
58444646,62,660262
58444647,62,660262
58444648,62,660262
58444649,62,660262
58444650,62,660262
58444651,62,660262
58444652,62,660262
58444653,62,660262
58444654,62,660262
58444655,62,660262
58444656,62,660262
58444657,62,660262
58444658,62,660262
58444659,62,660262
58444660,62,660262
58444661,62,660262
58444662,62,660262
58444663,62,660262
58444664,62,660262
58444665,62,660262
58444666,62,660262
58444667,62,660262
58444668,62,660262
58444669,62,660262
58444670,62,660262
58444671,62,660262
58444672,62,660262
58444673,62,660262
58444674,62,660262
58444675,62,660262
58444676,62,660262
58444677,62,660262
58444678,62,660262
58444679,62,660262
58444680,62,660262
58444681,62,660262
58444682,62,660262
58444683,62,660262
58444684,62,660262
58444685,62,660262
58444686,62,660262
58444687,62,660262
58444688,62,660262
58444689,62,660262
58444690,62,660262
58444691,62,660262
58444692,62,660262
58444693,62,660262
58444694,62,660262
58444695,62,660262
58444696,62,660262
58444697,62,660262
58444698,62,660262
58444699,62,660262
58444700,62,660262
58444701,62,660262
58444702,62,660262
58444703,62,660262
58444704,62,660262
58444705,62,660262
58444706,62,660262
58444707,62,660262
58444708,62,660262
58444709,62,660262
58444710,62,660262
58444711,62,660262
58444712,62,660262
58444713,62,660262
58444714,62,660262
58444715,62,660262
58444716,62,660262
58444717,62,660262
58444718,62,660262
58444719,62,660262
58444720,62,660262
58444721,62,660262
58444722,62,660262
58444723,62,660262
58444724,62,660262
58444725,62,660262
58444726,62,660262
58445779,62,660262
58445780,62,660262
58237319,63,660250
58237320,63,660250
58237321,63,660250
58237322,63,660250
58237323,63,660250
58237324,63,660250
58237325,63,660250
58237326,63,660250
58237327,63,660250
58237328,63,660250
58237329,63,660250
58237330,63,660250
58237331,63,660250
58237360,63,660250
58237361,63,660250
58237362,63,660250
58237363,63,660250
58237364,63,660250
58237365,63,660250
58237366,63,660250
58237367,63,660250
58237368,63,660250
58237369,63,660250
58237370,63,660250
58237371,63,660250
58237372,63,660250
58237373,63,660250
58237374,63,660250
58237375,63,660250
58237376,63,660250
58237377,63,660250
58237378,63,660250
58237385,63,660250
58237386,63,660250
58237387,63,660250
58237388,63,660250
58237389,63,660250
58237390,63,660250
58237391,63,660250
58237392,63,660250
58237393,63,660250
58237394,63,660250
58237395,63,660250
58237396,63,660250
58237397,63,660250
58238141,63,660250
58238142,63,660250
58238143,63,660250
58238144,63,660250
58238145,63,660250
58238146,63,660250
58238147,63,660250
58238148,63,660250
58238149,63,660250
58238150,63,660250
58238151,63,660250
58238152,63,660250
58238153,63,660250
58238154,63,660250
58238155,63,660250
58238156,63,660250
58238157,63,660250
58238158,63,660250
58238159,63,660250
58238179,63,660250
58238180,63,660250
58238181,63,660250
58238202,63,660250
58238204,63,660250
58238205,63,660250
58238206,63,660250
58238207,63,660250
58238208,63,660250
58238209,63,660250
58238210,63,660250
58238211,63,660250
58238212,63,660250
58238213,63,660250
58238214,63,660250
58238215,63,660250
58238216,63,660250
58238217,63,660250
58238218,63,660250
58238219,63,660250
58238220,63,660250
58238221,63,660250
58238222,63,660250
58238223,63,660250
58238224,63,660250
58238226,63,660250
58238245,63,660250
58240983,63,660250
58240985,63,660250
58240987,63,660250
58240992,63,660250
58240993,63,660250
58240994,63,660250
58240995,63,660250
58240996,63,660250
58240999,63,660250
58241000,63,660250
58241007,63,660250
58241009,63,660250
58241010,63,660250
58241011,63,660250
58241012,63,660250
58241013,63,660250
58241014,63,660250
58241023,63,660250
58241024,63,660250
58241025,63,660250
58241026,63,660250
58241027,63,660250
58241028,63,660250
58241030,63,660250
58241031,63,660250
58241032,63,660250
58241033,63,660250
58241042,63,660250
58241043,63,660250
58241044,63,660250
58241045,63,660250
58241046,63,660250
58241047,63,660250
58241048,63,660250
58241051,63,660250
58241052,63,660250
58241058,63,660250
58241059,63,660250
58241060,63,660250
58241061,63,660250
58241062,63,660250
58241069,63,660250
58241070,63,660250
58241071,63,660250
58241072,63,660250
58241073,63,660250
58241075,63,660250
58241077,63,660250
58241079,63,660250
58241081,63,660250
58241084,63,660250
58241086,63,660250
58241088,63,660250
58241090,63,660250
58241092,63,660250
58241095,63,660250
58241096,63,660250
58241097,63,660250
58241100,63,660250
58241103,63,660250
58241104,63,660250
58241111,63,660250
58241112,63,660250
58241113,63,660250
58241115,63,660250
58241116,63,660250
58241117,63,660250
58241118,63,660250
58241703,63,660250
58241705,63,660250
58241707,63,660250
58241709,63,660250
58241712,63,660250
58313111,63,660250
58313113,63,660250
58313115,63,660250
58313120,63,660250
58313121,63,660250
58313122,63,660250
58313123,63,660250
58313124,63,660250
58313127,63,660250
58313128,63,660250
58313135,63,660250
58313137,63,660250
58313138,63,660250
58313139,63,660250
58313140,63,660250
58313141,63,660250
58313142,63,660250
58313151,63,660250
58313152,63,660250
58313153,63,660250
58313154,63,660250
58313155,63,660250
58313156,63,660250
58313158,63,660250
58313159,63,660250
58313160,63,660250
58313161,63,660250
58313170,63,660250
58313171,63,660250
58313172,63,660250
58313173,63,660250
58313174,63,660250
58313175,63,660250
58313176,63,660250
58313179,63,660250
58313180,63,660250
58313186,63,660250
58313187,63,660250
58313188,63,660250
58313189,63,660250
58313190,63,660250
58313197,63,660250
58313198,63,660250
58313199,63,660250
58313200,63,660250
58313201,63,660250
58313203,63,660250
58313205,63,660250
58313207,63,660250
58313209,63,660250
58313212,63,660250
58313214,63,660250
58313216,63,660250
58313218,63,660250
58313220,63,660250
58313223,63,660250
58313224,63,660250
58313225,63,660250
58313228,63,660250
58313231,63,660250
58313232,63,660250
58313239,63,660250
58313240,63,660250
58313241,63,660250
58313243,63,660250
58313244,63,660250
58313245,63,660250
58313246,63,660250
58313831,63,660250
58313833,63,660250
58313835,63,660250
58313837,63,660250
58313840,63,660250
58403210,63,660250
58403212,63,660250
58403215,63,660250
58403216,63,660250
58403218,63,660250
58403220,63,660250
58403222,63,660250
58403224,63,660250
58403226,63,660250
58403228,63,660250
58403232,63,660250
58403236,63,660250
58403238,63,660250
58403242,63,660250
58403247,63,660250
58403249,63,660250
58403252,63,660250
58403255,63,660250
58403257,63,660250
58403258,63,660250
58403259,63,660250
58403261,63,660250
58403263,63,660250
58403265,63,660250
58403267,63,660250
58403269,63,660250
58403272,63,660250
58403274,63,660250
58403276,63,660250
58403277,63,660250
58403278,63,660250
58403280,63,660250
58403283,63,660250
58403285,63,660250
58403287,63,660250
58403289,63,660250
58403291,63,660250
58403292,63,660250
58403295,63,660250
58403297,63,660250
58403299,63,660250
58403301,63,660250
58403303,63,660250
58403305,63,660250
58403306,63,660250
58403307,63,660250
58403309,63,660250
58403312,63,660250
58403315,63,660250
58403316,63,660250
58403319,63,660250
58403320,63,660250
58403321,63,660250
58403322,63,660250
58403324,63,660250
58403326,63,660250
58403328,63,660250
58403330,63,660250
58403332,63,660250
58403334,63,660250
58403339,63,660250
58403341,63,660250
58403342,63,660250
58403346,63,660250
58403347,63,660250
58403349,63,660250
58403351,63,660250
58403353,63,660250
58403356,63,660250
58403358,63,660250
58403360,63,660250
58403362,63,660250
58403364,63,660250
58403367,63,660250
58403369,63,660250
58403370,63,660250
58403372,63,660250
58403374,63,660250
58403376,63,660250
58403378,63,660250
58403380,63,660250
58403382,63,660250
58403384,63,660250
58403386,63,660250
58403389,63,660250
58403390,63,660250
58403392,63,660250
58403394,63,660250
58403396,63,660250
58403398,63,660250
58403400,63,660250
58403401,63,660250
58403404,63,660250
58403406,63,660250
58403408,63,660250
58403410,63,660250
58403412,63,660250
58403414,63,660250
58403416,63,660250
58403418,63,660250
58403420,63,660250
58403422,63,660250
58403424,63,660250
58403426,63,660250
58403428,63,660250
58403430,63,660250
58403432,63,660250
58404809,63,660250
58404812,63,660250
58444230,63,660250
58444232,63,660250
58444235,63,660250
58444236,63,660250
58444238,63,660250
58444240,63,660250
58444242,63,660250
58444244,63,660250
58444246,63,660250
58444248,63,660250
58444250,63,660250
58444252,63,660250
58444253,63,660250
58444255,63,660250
58444258,63,660250
58444260,63,660250
58444262,63,660250
58444265,63,660250
58444267,63,660250
58444268,63,660250
58444269,63,660250
58444271,63,660250
58444273,63,660250
58444275,63,660250
58444277,63,660250
58444279,63,660250
58444282,63,660250
58444284,63,660250
58444286,63,660250
58444287,63,660250
58444288,63,660250
58444290,63,660250
58444293,63,660250
58444295,63,660250
58444297,63,660250
58444299,63,660250
58444301,63,660250
58444302,63,660250
58444305,63,660250
58444307,63,660250
58444309,63,660250
58444311,63,660250
58444313,63,660250
58444315,63,660250
58444316,63,660250
58444317,63,660250
58444319,63,660250
58444322,63,660250
58444325,63,660250
58444326,63,660250
58444329,63,660250
58444330,63,660250
58444331,63,660250
58444333,63,660250
58444335,63,660250
58444337,63,660250
58444339,63,660250
58444341,63,660250
58444343,63,660250
58444346,63,660250
58444347,63,660250
58444348,63,660250
58444350,63,660250
58444351,63,660250
58444353,63,660250
58444355,63,660250
58444357,63,660250
58444360,63,660250
58444362,63,660250
58444364,63,660250
58444366,63,660250
58444368,63,660250
58444371,63,660250
58444373,63,660250
58444374,63,660250
58444376,63,660250
58444378,63,660250
58444380,63,660250
58444382,63,660250
58444384,63,660250
58444386,63,660250
58444388,63,660250
58444390,63,660250
58444393,63,660250
58444394,63,660250
58444396,63,660250
58444398,63,660250
58444400,63,660250
58444402,63,660250
58444404,63,660250
58444405,63,660250
58444408,63,660250
58444410,63,660250
58444412,63,660250
58444414,63,660250
58444416,63,660250
58444418,63,660250
58444420,63,660250
58444422,63,660250
58444424,63,660250
58444426,63,660250
58444428,63,660250
58444430,63,660250
58444432,63,660250
58444434,63,660250
58444436,63,660250
58445778,63,660250
58445781,63,660250
58237558,64,010125
58237559,64,010125
58237560,64,010125
58237561,64,010125
58237562,64,010125
58237563,64,010125
58237564,64,010125
58237565,64,010125
58237566,64,010125
58237567,64,010125
58237568,64,010125
58237569,64,010125
58237570,64,010125
58237571,64,010125
58237572,64,010125
58237573,64,010125
58237574,64,010125
58237575,64,010125
58237576,64,010125
58237577,64,010125
58237578,64,010125
58237579,64,010125
58237580,64,010125
58237581,64,010125
58237582,64,010125
58237583,64,010125
58237584,64,010125
58237585,64,010125
58237586,64,010125
58237587,64,010125
58237588,64,010125
58237589,64,010125
58237590,64,010125
58237591,64,010125
58237592,64,010125
58237593,64,010125
58237594,64,010125
58237595,64,010125
58237596,64,010125
58237597,64,010125
58237598,64,010125
58237599,64,010125
58237600,64,010125
58237601,64,010125
58237602,64,010125
58237603,64,010125
58237604,64,010125
58237605,64,010125
58237606,64,010125
58237607,64,010125
58237608,64,010125
58237609,64,010125
58237610,64,010125
58237611,64,010125
58237612,64,010125
58237613,64,010125
58237614,64,010125
58237615,64,010125
58237616,64,010125
58237617,64,010125
58237618,64,010125
58237619,64,010125
58237620,64,010125
58237621,64,010125
58237622,64,010125
58237623,64,010125
58237624,64,010125
58237625,64,010125
58237626,64,010125
58237627,64,010125
58237628,64,010125
58237629,64,010125
58237630,64,010125
58237631,64,010125
58237632,64,010125
58237633,64,010125
58237634,64,010125
58237635,64,010125
58237636,64,010125
58237637,64,010125
58237638,64,010125
58237639,64,010125
58237640,64,010125
58237641,64,010125
58237642,64,010125
58237643,64,010125
58237644,64,010125
58237645,64,010125
58237646,64,010125
58237647,64,010125
58237648,64,010125
58237649,64,010125
58237650,64,010125
58237651,64,010125
58237652,64,010125
58237653,64,010125
58238265,64,010125
58238266,64,010125
58240551,64,010125
58240553,64,010125
58240555,64,010125
58240557,64,010125
58240558,64,010125
58240561,64,010125
58240562,64,010125
58240563,64,010125
58240567,64,010125
58240568,64,010125
58240569,64,010125
58240573,64,010125
58240574,64,010125
58240575,64,010125
58240576,64,010125
58240577,64,010125
58240578,64,010125
58240584,64,010125
58240586,64,010125
58240587,64,010125
58240588,64,010125
58240593,64,010125
58240594,64,010125
58240595,64,010125
58240599,64,010125
58240600,64,010125
58240601,64,010125
58240605,64,010125
58240606,64,010125
58240607,64,010125
58240608,64,010125
58240609,64,010125
58240612,64,010125
58240617,64,010125
58240619,64,010125
58240621,64,010125
58240624,64,010125
58240625,64,010125
58240626,64,010125
58240627,64,010125
58240632,64,010125
58240633,64,010125
58240634,64,010125
58240635,64,010125
58240640,64,010125
58240641,64,010125
58240642,64,010125
58240644,64,010125
58240647,64,010125
58240648,64,010125
58240652,64,010125
58240654,64,010125
58240656,64,010125
58240657,64,010125
58240660,64,010125
58240662,64,010125
58240665,64,010125
58240667,64,010125
58240669,64,010125
58240670,64,010125
58240672,64,010125
58240674,64,010125
58240676,64,010125
58240677,64,010125
58240681,64,010125
58240682,64,010125
58240685,64,010125
58240687,64,010125
58240689,64,010125
58240691,64,010125
58241663,64,010125
58241664,64,010125
58241666,64,010125
58241667,64,010125
58241670,64,010125
58241693,64,010125
58241694,64,010125
58241696,64,010125
58241698,64,010125
58241699,64,010125
58241700,64,010125
58312679,64,010125
58312681,64,010125
58312683,64,010125
58312685,64,010125
58312686,64,010125
58312689,64,010125
58312690,64,010125
58312691,64,010125
58312695,64,010125
58312696,64,010125
58312697,64,010125
58312701,64,010125
58312702,64,010125
58312703,64,010125
58312704,64,010125
58312705,64,010125
58312706,64,010125
58312712,64,010125
58312714,64,010125
58312715,64,010125
58312716,64,010125
58312721,64,010125
58312722,64,010125
58312723,64,010125
58312727,64,010125
58312728,64,010125
58312729,64,010125
58312733,64,010125
58312734,64,010125
58312735,64,010125
58312736,64,010125
58312737,64,010125
58312740,64,010125
58312745,64,010125
58312747,64,010125
58312749,64,010125
58312752,64,010125
58312753,64,010125
58312754,64,010125
58312755,64,010125
58312760,64,010125
58312761,64,010125
58312762,64,010125
58312763,64,010125
58312768,64,010125
58312769,64,010125
58312770,64,010125
58312772,64,010125
58312775,64,010125
58312776,64,010125
58312780,64,010125
58312782,64,010125
58312784,64,010125
58312785,64,010125
58312788,64,010125
58312790,64,010125
58312793,64,010125
58312795,64,010125
58312797,64,010125
58312798,64,010125
58312800,64,010125
58312802,64,010125
58312804,64,010125
58312805,64,010125
58312809,64,010125
58312810,64,010125
58312813,64,010125
58312815,64,010125
58312817,64,010125
58312819,64,010125
58313791,64,010125
58313792,64,010125
58313794,64,010125
58313795,64,010125
58313798,64,010125
58313821,64,010125
58313822,64,010125
58313824,64,010125
58313826,64,010125
58313827,64,010125
58313828,64,010125
58403209,64,010125
58403211,64,010125
58403214,64,010125
58403217,64,010125
58403219,64,010125
58403221,64,010125
58403223,64,010125
58403225,64,010125
58403227,64,010125
58403230,64,010125
58403233,64,010125
58403239,64,010125
58403244,64,010125
58403245,64,010125
58403248,64,010125
58403250,64,010125
58403253,64,010125
58403254,64,010125
58403256,64,010125
58403260,64,010125
58403262,64,010125
58403264,64,010125
58403266,64,010125
58403268,64,010125
58403270,64,010125
58403271,64,010125
58403273,64,010125
58403275,64,010125
58403279,64,010125
58403281,64,010125
58403282,64,010125
58403284,64,010125
58403286,64,010125
58403288,64,010125
58403290,64,010125
58403293,64,010125
58403294,64,010125
58403296,64,010125
58403298,64,010125
58403300,64,010125
58403302,64,010125
58403304,64,010125
58403308,64,010125
58403310,64,010125
58403311,64,010125
58403313,64,010125
58403314,64,010125
58403317,64,010125
58403318,64,010125
58403323,64,010125
58403325,64,010125
58403327,64,010125
58403329,64,010125
58403331,64,010125
58403333,64,010125
58403336,64,010125
58403338,64,010125
58403345,64,010125
58403348,64,010125
58403350,64,010125
58403352,64,010125
58403354,64,010125
58403355,64,010125
58403357,64,010125
58403359,64,010125
58403361,64,010125
58403363,64,010125
58403365,64,010125
58403366,64,010125
58403368,64,010125
58403371,64,010125
58403373,64,010125
58403375,64,010125
58403377,64,010125
58403379,64,010125
58403381,64,010125
58403383,64,010125
58403385,64,010125
58403387,64,010125
58403388,64,010125
58403391,64,010125
58403393,64,010125
58403395,64,010125
58403397,64,010125
58403399,64,010125
58403402,64,010125
58403403,64,010125
58403405,64,010125
58403407,64,010125
58403409,64,010125
58403411,64,010125
58403413,64,010125
58403415,64,010125
58403417,64,010125
58403419,64,010125
58403421,64,010125
58403423,64,010125
58403425,64,010125
58403427,64,010125
58403429,64,010125
58403431,64,010125
58403433,64,010125
58404823,64,010125
58404824,64,010125
58444229,64,010125
58444231,64,010125
58444234,64,010125
58444237,64,010125
58444239,64,010125
58444241,64,010125
58444243,64,010125
58444245,64,010125
58444247,64,010125
58444249,64,010125
58444251,64,010125
58444254,64,010125
58444256,64,010125
58444257,64,010125
58444259,64,010125
58444261,64,010125
58444263,64,010125
58444264,64,010125
58444266,64,010125
58444270,64,010125
58444272,64,010125
58444274,64,010125
58444276,64,010125
58444278,64,010125
58444280,64,010125
58444281,64,010125
58444283,64,010125
58444285,64,010125
58444289,64,010125
58444291,64,010125
58444292,64,010125
58444294,64,010125
58444296,64,010125
58444298,64,010125
58444300,64,010125
58444303,64,010125
58444304,64,010125
58444306,64,010125
58444308,64,010125
58444310,64,010125
58444312,64,010125
58444314,64,010125
58444318,64,010125
58444320,64,010125
58444321,64,010125
58444323,64,010125
58444324,64,010125
58444327,64,010125
58444328,64,010125
58444332,64,010125
58444334,64,010125
58444336,64,010125
58444338,64,010125
58444340,64,010125
58444342,64,010125
58444344,64,010125
58444345,64,010125
58444349,64,010125
58444352,64,010125
58444354,64,010125
58444356,64,010125
58444358,64,010125
58444359,64,010125
58444361,64,010125
58444363,64,010125
58444365,64,010125
58444367,64,010125
58444369,64,010125
58444370,64,010125
58444372,64,010125
58444375,64,010125
58444377,64,010125
58444379,64,010125
58444381,64,010125
58444383,64,010125
58444385,64,010125
58444387,64,010125
58444389,64,010125
58444391,64,010125
58444392,64,010125
58444395,64,010125
58444397,64,010125
58444399,64,010125
58444401,64,010125
58444403,64,010125
58444406,64,010125
58444407,64,010125
58444409,64,010125
58444411,64,010125
58444413,64,010125
58444415,64,010125
58444417,64,010125
58444419,64,010125
58444421,64,010125
58444423,64,010125
58444425,64,010125
58444427,64,010125
58444429,64,010125
58444431,64,010125
58444433,64,010125
58444435,64,010125
58444437,64,010125
58445792,64,010125
58445793,64,010125
58237654,65,010126
58237655,65,010126
58237656,65,010126
58237657,65,010126
58237658,65,010126
58237659,65,010126
58237660,65,010126
58237661,65,010126
58237662,65,010126
58237663,65,010126
58237664,65,010126
58237665,65,010126
58237666,65,010126
58237667,65,010126
58237668,65,010126
58237669,65,010126
58237670,65,010126
58237671,65,010126
58237672,65,010126
58237673,65,010126
58237674,65,010126
58237675,65,010126
58237676,65,010126
58237677,65,010126
58237678,65,010126
58237679,65,010126
58237680,65,010126
58237681,65,010126
58237682,65,010126
58237683,65,010126
58237684,65,010126
58237685,65,010126
58237686,65,010126
58237687,65,010126
58237688,65,010126
58237689,65,010126
58237690,65,010126
58237691,65,010126
58237692,65,010126
58237693,65,010126
58237694,65,010126
58237695,65,010126
58237696,65,010126
58237697,65,010126
58237698,65,010126
58237699,65,010126
58237700,65,010126
58237701,65,010126
58237702,65,010126
58237703,65,010126
58237704,65,010126
58237705,65,010126
58237706,65,010126
58237707,65,010126
58237708,65,010126
58237709,65,010126
58237710,65,010126
58237711,65,010126
58237712,65,010126
58237713,65,010126
58237714,65,010126
58237715,65,010126
58237716,65,010126
58237717,65,010126
58237718,65,010126
58237719,65,010126
58237720,65,010126
58237721,65,010126
58237722,65,010126
58237723,65,010126
58237724,65,010126
58237725,65,010126
58237726,65,010126
58237727,65,010126
58237728,65,010126
58237729,65,010126
58237730,65,010126
58237731,65,010126
58237732,65,010126
58237733,65,010126
58237734,65,010126
58237735,65,010126
58237736,65,010126
58237737,65,010126
58237738,65,010126
58237739,65,010126
58237740,65,010126
58237741,65,010126
58237742,65,010126
58237743,65,010126
58237744,65,010126
58237745,65,010126
58237746,65,010126
58237747,65,010126
58237748,65,010126
58238264,65,010126
58238267,65,010126
58240552,65,010126
58240554,65,010126
58240556,65,010126
58240559,65,010126
58240560,65,010126
58240564,65,010126
58240565,65,010126
58240566,65,010126
58240570,65,010126
58240571,65,010126
58240572,65,010126
58240579,65,010126
58240580,65,010126
58240581,65,010126
58240582,65,010126
58240583,65,010126
58240585,65,010126
58240589,65,010126
58240590,65,010126
58240591,65,010126
58240592,65,010126
58240596,65,010126
58240597,65,010126
58240598,65,010126
58240602,65,010126
58240603,65,010126
58240604,65,010126
58240610,65,010126
58240611,65,010126
58240613,65,010126
58240614,65,010126
58240615,65,010126
58240616,65,010126
58240618,65,010126
58240620,65,010126
58240622,65,010126
58240623,65,010126
58240628,65,010126
58240629,65,010126
58240630,65,010126
58240631,65,010126
58240636,65,010126
58240637,65,010126
58240638,65,010126
58240639,65,010126
58240643,65,010126
58240645,65,010126
58240646,65,010126
58240649,65,010126
58240650,65,010126
58240651,65,010126
58240653,65,010126
58240655,65,010126
58240658,65,010126
58240659,65,010126
58240661,65,010126
58240663,65,010126
58240664,65,010126
58240666,65,010126
58240668,65,010126
58240671,65,010126
58240673,65,010126
58240675,65,010126
58240678,65,010126
58240679,65,010126
58240680,65,010126
58240683,65,010126
58240684,65,010126
58240686,65,010126
58240688,65,010126
58240690,65,010126
58240692,65,010126
58241665,65,010126
58241668,65,010126
58241669,65,010126
58241671,65,010126
58241692,65,010126
58241695,65,010126
58241697,65,010126
58241701,65,010126
58241702,65,010126
58312680,65,010126
58312682,65,010126
58312684,65,010126
58312687,65,010126
58312688,65,010126
58312692,65,010126
58312693,65,010126
58312694,65,010126
58312698,65,010126
58312699,65,010126
58312700,65,010126
58312707,65,010126
58312708,65,010126
58312709,65,010126
58312710,65,010126
58312711,65,010126
58312713,65,010126
58312717,65,010126
58312718,65,010126
58312719,65,010126
58312720,65,010126
58312724,65,010126
58312725,65,010126
58312726,65,010126
58312730,65,010126
58312731,65,010126
58312732,65,010126
58312738,65,010126
58312739,65,010126
58312741,65,010126
58312742,65,010126
58312743,65,010126
58312744,65,010126
58312746,65,010126
58312748,65,010126
58312750,65,010126
58312751,65,010126
58312756,65,010126
58312757,65,010126
58312758,65,010126
58312759,65,010126
58312764,65,010126
58312765,65,010126
58312766,65,010126
58312767,65,010126
58312771,65,010126
58312773,65,010126
58312774,65,010126
58312777,65,010126
58312778,65,010126
58312779,65,010126
