stop_id,area_id
7449,area_route_426_outside_downtown
7450,area_route_426_outside_downtown
7451,area_route_426_outside_downtown
7452,area_route_426_outside_downtown
74611,area_sl_south_station
74612,area_sl_courthouse
74613,area_sl_world_trade_center
74614,area_sl_silver_line_way
74615,area_sl_world_trade_center
74616,area_sl_courthouse
74617,area_sl_south_station
74624,area_sl_silver_line_way
74630,area_sl3_north_of_airport
74631,area_sl3_north_of_airport
74632,area_sl3_north_of_airport
74633,area_sl3_north_of_airport
74634,area_sl3_north_of_airport
74635,area_sl3_north_of_airport
74636,area_sl3_north_of_airport
74637,area_sl3_north_of_airport
76734,area_route_426_outside_downtown
8229,area_route_354_outside_downtown
8230,area_route_354_outside_downtown
8231,area_route_354_outside_downtown
8232,area_route_354_outside_downtown
8233,area_route_354_outside_downtown
8234,area_route_354_outside_downtown
8235,area_route_354_outside_downtown
8236,area_route_354_outside_downtown
8237,area_route_354_outside_downtown
8239,area_route_354_outside_downtown
8240,area_route_354_outside_downtown
8241,area_route_354_outside_downtown
8242,area_route_354_outside_downtown
8243,area_route_354_outside_downtown
8244,area_route_354_outside_downtown
8245,area_route_354_outside_downtown
8247,area_route_354_outside_downtown
82471,area_route_354_outside_downtown
8309,area_route_426_downtown
8309,area_route_450_downtown
9125,area_route_354_outside_downtown
BNT-0000,area_commuter_rail_zone_1a
BNT-0000-01,area_commuter_rail_zone_1a
BNT-0000-02,area_commuter_rail_zone_1a
BNT-0000-03,area_commuter_rail_zone_1a
BNT-0000-04,area_commuter_rail_zone_1a
BNT-0000-05,area_commuter_rail_zone_1a
BNT-0000-06,area_commuter_rail_zone_1a
BNT-0000-07,area_commuter_rail_zone_1a
BNT-0000-08,area_commuter_rail_zone_1a
BNT-0000-09,area_commuter_rail_zone_1a
BNT-0000-10,area_commuter_rail_zone_1a
CM-0493-S,area_cf_zone_buzzards
CM-0547-S,area_cf_zone_buzzards
CM-0564-S,area_cf_zone_buzzards
CM-0790-S,area_cf_zone_hyannis
DB-0095,area_commuter_rail_zone_2
DB-2205,area_fairmount_line_zone_1a
DB-2205-01,area_fairmount_line_zone_1a
DB-2205-02,area_fairmount_line_zone_1a
DB-2222,area_fairmount_line_zone_1a
DB-2222-01,area_fairmount_line_zone_1a
DB-2222-02,area_fairmount_line_zone_1a
DB-2230,area_fairmount_line_zone_1a
DB-2230-01,area_fairmount_line_zone_1a
DB-2230-02,area_fairmount_line_zone_1a
DB-2240,area_fairmount_line_zone_1a
DB-2240-01,area_fairmount_line_zone_1a
DB-2240-02,area_fairmount_line_zone_1a
DB-2249,area_fairmount_line_zone_1a
DB-2249-01,area_fairmount_line_zone_1a
DB-2249-02,area_fairmount_line_zone_1a
DB-2258,area_fairmount_line_zone_1a
DB-2258-01,area_fairmount_line_zone_1a
DB-2258-02,area_fairmount_line_zone_1a
DB-2265,area_fairmount_line_zone_1a
DB-2265-01,area_fairmount_line_zone_1a
DB-2265-02,area_fairmount_line_zone_1a
ER-0042,area_commuter_rail_zone_1a
ER-0042-01,area_commuter_rail_zone_1a
ER-0042-02,area_commuter_rail_zone_1a
ER-0099,area_commuter_rail_zone_2
ER-0099-01,area_commuter_rail_zone_2
ER-0099-02,area_commuter_rail_zone_2
ER-0115,area_commuter_rail_zone_2
ER-0115-01,area_commuter_rail_zone_2
ER-0115-02,area_commuter_rail_zone_2
ER-0128,area_commuter_rail_zone_3
ER-0128-01,area_commuter_rail_zone_3
ER-0128-02,area_commuter_rail_zone_3
ER-0168-S,area_commuter_rail_zone_3
ER-0183,area_commuter_rail_zone_4
ER-0183-01,area_commuter_rail_zone_4
ER-0183-02,area_commuter_rail_zone_4
ER-0208,area_commuter_rail_zone_5
ER-0208-01,area_commuter_rail_zone_5
ER-0208-02,area_commuter_rail_zone_5
ER-0227-S,area_commuter_rail_zone_5
ER-0276-S,area_commuter_rail_zone_6
ER-0312-S,area_commuter_rail_zone_7
ER-0362,area_commuter_rail_zone_8
ER-0362-01,area_commuter_rail_zone_8
ER-0362-02,area_commuter_rail_zone_8
FB-0095-04,area_commuter_rail_zone_2
FB-0095-05,area_commuter_rail_zone_2
FB-0109,area_commuter_rail_zone_2
FB-0109-01,area_commuter_rail_zone_2
FB-0109-02,area_commuter_rail_zone_2
FB-0118,area_commuter_rail_zone_2
FB-0118-01,area_commuter_rail_zone_2
FB-0118-02,area_commuter_rail_zone_2
FB-0125,area_commuter_rail_zone_3
FB-0125-01,area_commuter_rail_zone_3
FB-0125-02,area_commuter_rail_zone_3
FB-0143,area_commuter_rail_zone_3
FB-0143-01,area_commuter_rail_zone_3
FB-0143-02,area_commuter_rail_zone_3
FB-0148,area_commuter_rail_zone_3
FB-0148-01,area_commuter_rail_zone_3
FB-0148-02,area_commuter_rail_zone_3
FB-0166-S,area_commuter_rail_zone_4
FB-0177-S,area_commuter_rail_zone_4
FB-0191-S,area_commuter_rail_zone_4
FB-0230-S,area_commuter_rail_zone_5
FB-0275-S,area_commuter_rail_zone_6
FB-0303-S,area_commuter_rail_zone_6
FR-0034,area_commuter_rail_zone_1a
FR-0034-01,area_commuter_rail_zone_1a
FR-0034-02,area_commuter_rail_zone_1a
FR-0064,area_commuter_rail_zone_1
FR-0064-01,area_commuter_rail_zone_1
FR-0064-02,area_commuter_rail_zone_1
FR-0074,area_commuter_rail_zone_1
FR-0074-01,area_commuter_rail_zone_1
FR-0074-02,area_commuter_rail_zone_1
FR-0098,area_commuter_rail_zone_2
FR-0098-01,area_commuter_rail_zone_2
FR-0098-S,area_commuter_rail_zone_2
FR-0115,area_commuter_rail_zone_2
FR-0115-01,area_commuter_rail_zone_2
FR-0115-02,area_commuter_rail_zone_2
FR-0132,area_commuter_rail_zone_3
FR-0132-01,area_commuter_rail_zone_3
FR-0132-02,area_commuter_rail_zone_3
FR-0137,area_commuter_rail_zone_3
FR-0137-01,area_commuter_rail_zone_3
FR-0137-02,area_commuter_rail_zone_3
FR-0147,area_commuter_rail_zone_3
FR-0147-01,area_commuter_rail_zone_3
FR-0147-02,area_commuter_rail_zone_3
FR-0167,area_commuter_rail_zone_4
FR-0167-01,area_commuter_rail_zone_4
FR-0167-02,area_commuter_rail_zone_4
FR-0201,area_commuter_rail_zone_5
FR-0201-01,area_commuter_rail_zone_5
FR-0201-02,area_commuter_rail_zone_5
FR-0219,area_commuter_rail_zone_5
FR-0219-01,area_commuter_rail_zone_5
FR-0219-02,area_commuter_rail_zone_5
FR-0253,area_commuter_rail_zone_6
FR-0253-01,area_commuter_rail_zone_6
FR-0253-02,area_commuter_rail_zone_6
FR-0301,area_commuter_rail_zone_7
FR-0301-01,area_commuter_rail_zone_7
FR-0301-02,area_commuter_rail_zone_7
FR-0361,area_commuter_rail_zone_8
FR-0361-01,area_commuter_rail_zone_8
FR-0361-02,area_commuter_rail_zone_8
FR-0394,area_commuter_rail_zone_8
FR-0394-01,area_commuter_rail_zone_8
FR-0394-02,area_commuter_rail_zone_8
FR-0451,area_commuter_rail_zone_8
FR-0451-01,area_commuter_rail_zone_8
FR-0451-02,area_commuter_rail_zone_8
FR-0494-CS,area_commuter_rail_zone_8
FR-3338-CS,area_commuter_rail_zone_8
FS-0049-S,area_commuter_rail_zone_4
GB-0198,area_commuter_rail_zone_4
GB-0198-01,area_commuter_rail_zone_4
GB-0198-02,area_commuter_rail_zone_4
GB-0222,area_commuter_rail_zone_5
GB-0222-01,area_commuter_rail_zone_5
GB-0222-02,area_commuter_rail_zone_5
GB-0229,area_commuter_rail_zone_5
GB-0229-01,area_commuter_rail_zone_5
GB-0229-02,area_commuter_rail_zone_5
GB-0254,area_commuter_rail_zone_6
GB-0254-01,area_commuter_rail_zone_6
GB-0254-02,area_commuter_rail_zone_6
GB-0296,area_commuter_rail_zone_7
GB-0296-01,area_commuter_rail_zone_7
GB-0296-02,area_commuter_rail_zone_7
GB-0316-S,area_commuter_rail_zone_7
GB-0353-S,area_commuter_rail_zone_8
GRB-0118-S,area_commuter_rail_zone_2
GRB-0146-S,area_commuter_rail_zone_2
GRB-0162-S,area_commuter_rail_zone_3
GRB-0183-S,area_commuter_rail_zone_4
GRB-0199-S,area_commuter_rail_zone_4
GRB-0233-S,area_commuter_rail_zone_5
GRB-0276-S,area_commuter_rail_zone_6
KB-0351-S,area_commuter_rail_zone_8
MM-0023-S,area_commuter_rail_zone_1a
MM-0079-S,area_commuter_rail_zone_1
MM-0109,area_commuter_rail_zone_2
MM-0109-CS,area_commuter_rail_zone_2
MM-0109-S,area_commuter_rail_zone_2
MM-0150-S,area_commuter_rail_zone_3
MM-0186,area_commuter_rail_zone_4
MM-0186-CS,area_commuter_rail_zone_4
MM-0186-S,area_commuter_rail_zone_4
MM-0200,area_commuter_rail_zone_4
MM-0200-CS,area_commuter_rail_zone_4
MM-0200-S,area_commuter_rail_zone_4
MM-0219-S,area_commuter_rail_zone_5
MM-0277-S,area_commuter_rail_zone_6
MM-0356-S,area_commuter_rail_zone_8
NB-0064-S,area_commuter_rail_zone_1
NB-0072-S,area_commuter_rail_zone_1
NB-0076-S,area_commuter_rail_zone_1
NB-0080-S,area_commuter_rail_zone_1
NB-0109-S,area_commuter_rail_zone_2
NB-0120-S,area_commuter_rail_zone_2
NB-0127-S,area_commuter_rail_zone_2
NB-0137-S,area_commuter_rail_zone_2
NEC-1659-03,area_commuter_rail_zone_10
NEC-1768-03,area_commuter_rail_zone_9
NEC-1851,area_commuter_rail_zone_8
NEC-1851-01,area_commuter_rail_zone_8
NEC-1851-02,area_commuter_rail_zone_8
NEC-1851-03,area_commuter_rail_zone_8
NEC-1851-05,area_commuter_rail_zone_8
NEC-1891,area_commuter_rail_zone_8
NEC-1891-01,area_commuter_rail_zone_8
NEC-1891-02,area_commuter_rail_zone_8
NEC-1919,area_commuter_rail_zone_7
NEC-1919-01,area_commuter_rail_zone_7
NEC-1919-02,area_commuter_rail_zone_7
NEC-1969,area_commuter_rail_zone_7
NEC-1969-03,area_commuter_rail_zone_7
NEC-1969-04,area_commuter_rail_zone_7
NEC-2040,area_commuter_rail_zone_6
NEC-2040-01,area_commuter_rail_zone_6
NEC-2040-02,area_commuter_rail_zone_6
NEC-2108,area_commuter_rail_zone_4
NEC-2108-01,area_commuter_rail_zone_4
NEC-2108-02,area_commuter_rail_zone_4
NEC-2139,area_commuter_rail_zone_3
NEC-2139-01,area_commuter_rail_zone_3
NEC-2139-02,area_commuter_rail_zone_3
NEC-2173,area_commuter_rail_zone_2
NEC-2173-01,area_commuter_rail_zone_2
NEC-2173-02,area_commuter_rail_zone_2
NEC-2192-02,area_commuter_rail_zone_2
NEC-2192-03,area_commuter_rail_zone_2
NEC-2203,area_commuter_rail_zone_1
NEC-2203-02,area_commuter_rail_zone_1
NEC-2203-03,area_commuter_rail_zone_1
NEC-2237,area_commuter_rail_zone_1a
NEC-2237-03,area_commuter_rail_zone_1a
NEC-2237-05,area_commuter_rail_zone_1a
NEC-2265,area_commuter_rail_zone_1a
NEC-2265-01,area_commuter_rail_zone_1a
NEC-2265-02,area_commuter_rail_zone_1a
NEC-2265-03,area_commuter_rail_zone_1a
NEC-2276,area_commuter_rail_zone_1a
NEC-2276-01,area_commuter_rail_zone_1a
NEC-2276-02,area_commuter_rail_zone_1a
NEC-2276-03,area_commuter_rail_zone_1a
NEC-2287,area_ss_commuter_rail_zone_1a
NEC-2287-01,area_ss_commuter_rail_zone_1a
NEC-2287-02,area_ss_commuter_rail_zone_1a
NEC-2287-03,area_ss_commuter_rail_zone_1a
NEC-2287-04,area_ss_commuter_rail_zone_1a
NEC-2287-05,area_ss_commuter_rail_zone_1a
NEC-2287-06,area_ss_commuter_rail_zone_1a
NEC-2287-07,area_ss_commuter_rail_zone_1a
NEC-2287-08,area_ss_commuter_rail_zone_1a
NEC-2287-09,area_ss_commuter_rail_zone_1a
NEC-2287-10,area_ss_commuter_rail_zone_1a
NEC-2287-11,area_ss_commuter_rail_zone_1a
NEC-2287-12,area_ss_commuter_rail_zone_1a
NEC-2287-13,area_ss_commuter_rail_zone_1a
NHRML-0055,area_commuter_rail_zone_1a
NHRML-0055-01,area_commuter_rail_zone_1a
NHRML-0055-02,area_commuter_rail_zone_1a
NHRML-0073,area_commuter_rail_zone_1
NHRML-0073-01,area_commuter_rail_zone_1
NHRML-0073-02,area_commuter_rail_zone_1
NHRML-0078,area_commuter_rail_zone_1
NHRML-0078-01,area_commuter_rail_zone_1
NHRML-0078-02,area_commuter_rail_zone_1
NHRML-0116,area_commuter_rail_zone_2
NHRML-0116-01,area_commuter_rail_zone_2
NHRML-0116-02,area_commuter_rail_zone_2
NHRML-0127,area_commuter_rail_zone_2
NHRML-0127-01,area_commuter_rail_zone_2
NHRML-0127-02,area_commuter_rail_zone_2
NHRML-0152,area_commuter_rail_zone_3
NHRML-0152-01,area_commuter_rail_zone_3
NHRML-0152-02,area_commuter_rail_zone_3
NHRML-0218,area_commuter_rail_zone_5
NHRML-0218-01,area_commuter_rail_zone_5
NHRML-0218-02,area_commuter_rail_zone_5
NHRML-0254,area_commuter_rail_zone_6
NHRML-0254-03,area_commuter_rail_zone_6
NHRML-0254-04,area_commuter_rail_zone_6
PB-0158-S,area_commuter_rail_zone_3
PB-0194-S,area_commuter_rail_zone_4
PB-0212-S,area_commuter_rail_zone_5
PB-0245-S,area_commuter_rail_zone_6
PB-0281,area_commuter_rail_zone_7
PB-0281-CS,area_commuter_rail_zone_7
PB-0281-S,area_commuter_rail_zone_7
PB-0356-S,area_commuter_rail_zone_8
SB-0150-04,area_commuter_rail_zone_3
SB-0150-06,area_commuter_rail_zone_3
SB-0156-S,area_commuter_rail_zone_3
SB-0189-S,area_commuter_rail_zone_4
WML-0012-05,area_commuter_rail_zone_1a
WML-0012-07,area_commuter_rail_zone_1a
WML-0025,area_commuter_rail_zone_1a
WML-0025-05,area_commuter_rail_zone_1a
WML-0025-07,area_commuter_rail_zone_1a
WML-0035,area_commuter_rail_zone_1a
WML-0035-01,area_commuter_rail_zone_1a
WML-0035-02,area_commuter_rail_zone_1a
WML-0081-02,area_commuter_rail_zone_1
WML-0091-02,area_commuter_rail_zone_2
WML-0102-02,area_commuter_rail_zone_2
WML-0125,area_commuter_rail_zone_3
WML-0125-01,area_commuter_rail_zone_3
WML-0125-02,area_commuter_rail_zone_3
WML-0135,area_commuter_rail_zone_3
WML-0135-01,area_commuter_rail_zone_3
WML-0135-02,area_commuter_rail_zone_3
WML-0147,area_commuter_rail_zone_3
WML-0147-01,area_commuter_rail_zone_3
WML-0147-02,area_commuter_rail_zone_3
WML-0177,area_commuter_rail_zone_4
WML-0177-01,area_commuter_rail_zone_4
WML-0177-02,area_commuter_rail_zone_4
WML-0199,area_commuter_rail_zone_4
WML-0199-01,area_commuter_rail_zone_4
WML-0199-02,area_commuter_rail_zone_4
WML-0214,area_commuter_rail_zone_5
WML-0214-01,area_commuter_rail_zone_5
WML-0214-02,area_commuter_rail_zone_5
WML-0252,area_commuter_rail_zone_6
WML-0252-01,area_commuter_rail_zone_6
WML-0252-02,area_commuter_rail_zone_6
