,route_id,direction_id,travel_time_seconds,average_travel_time
35,114,Outbound,1120.0,0 days 00:18:40
36,116,Inbound,1971.1830635118306,0 days 00:32:51.183063512
37,116,Outbound,1931.2285168682367,0 days 00:32:11.228516868
38,117,Inbound,1868.8266199649738,0 days 00:31:08.826619965
39,117,Outbound,1712.6079027355622,0 days 00:28:32.607902736
40,119,Inbound,2243.736263736264,0 days 00:37:23.736263736
41,119,Outbound,1569.2307692307693,0 days 00:26:09.230769231
42,120,Inbound,1315.5232558139535,0 days 00:21:55.523255814
43,120,Outbound,1670.5142857142857,0 days 00:27:50.514285714
44,121,Inbound,544.2857142857143,0 days 00:09:04.285714286
45,121,Outbound,504.0,0 days 00:08:24
46,131,Inbound,1902.0,0 days 00:31:42
47,131,Outbound,2106.0,0 days 00:35:06
48,132,Inbound,1477.9264214046823,0 days 00:24:37.926421405
49,132,Outbound,1369.5272727272727,0 days 00:22:49.527272727
50,134,Inbound,2013.0685920577616,0 days 00:33:33.068592058
51,134,Outbound,2061.1070110701107,0 days 00:34:21.107011070
52,137,Inbound,2208.2622950819673,0 days 00:36:48.262295082
53,137,Outbound,2515.7615894039736,0 days 00:41:55.761589404
54,14,Inbound,3094.112359550562,0 days 00:51:34.112359551
55,14,Outbound,3315.6462585034014,0 days 00:55:15.646258503
56,15,Inbound,1501.2870514820593,0 days 00:25:01.287051482
57,15,Outbound,1659.170358437374,0 days 00:27:39.170358437
58,16,Inbound,1691.9066147859921,0 days 00:28:11.906614786
59,16,Outbound,1804.029438822447,0 days 00:30:04.029438822
60,17,Inbound,1224.0834057341442,0 days 00:20:24.083405734
61,17,Outbound,1146.7480383609416,0 days 00:19:06.748038361
62,171,Outbound,1760.0,0 days 00:29:20
63,18,Inbound,1836.923076923077,0 days 00:30:36.923076923
64,18,Outbound,1830.0,0 days 00:30:30
65,19,Inbound,2336.4119601328903,0 days 00:38:56.411960133
66,19,Outbound,2678.936170212766,0 days 00:44:38.936170213
67,191,Inbound,2584.0,0 days 00:43:04
68,191,Outbound,2515.3846153846152,0 days 00:41:55.384615385
69,192,Inbound,2658.4615384615386,0 days 00:44:18.461538462
70,192,Outbound,1832.3076923076924,0 days 00:30:32.307692308
71,193,Inbound,2003.076923076923,0 days 00:33:23.076923077
72,193,Outbound,1993.8461538461538,0 days 00:33:13.846153846
73,194,Inbound,1724.0,0 days 00:28:44
74,194,Outbound,1440.0,0 days 00:24:00
75,201,Inbound,734.6138613861386,0 days 00:12:14.613861386
76,201,Outbound,736.1632653061224,0 days 00:12:16.163265306
77,202,Inbound,900.0,0 days 00:15:00
78,202,Outbound,795.0,0 days 00:13:15
79,21,Inbound,1125.5985267034991,0 days 00:18:45.598526703
80,21,Outbound,1103.919167176975,0 days 00:18:23.919167177
81,210,Inbound,1571.0857142857142,0 days 00:26:11.085714286
82,210,Outbound,1538.5446985446986,0 days 00:25:38.544698545
83,211,Inbound,1441.8181818181818,0 days 00:24:01.818181818
84,211,Outbound,1545.2038834951456,0 days 00:25:45.203883495
85,215,Inbound,1763.522316043426,0 days 00:29:23.522316043
86,215,Outbound,1773.436754176611,0 days 00:29:33.436754177
87,216,Inbound,821.8304172274562,0 days 00:13:41.830417227
88,216,Outbound,1360.5688429217842,0 days 00:22:40.568842922
89,217,Inbound,2539.266055045872,0 days 00:42:19.266055046
90,217,Outbound,2775.0,0 days 00:46:15
91,22,Inbound,2081.755634638197,0 days 00:34:41.755634638
92,22,Outbound,1825.0117096018735,0 days 00:30:25.011709602
93,220,Inbound,1436.9512195121952,0 days 00:23:56.951219512
94,220,Outbound,1578.5365853658536,0 days 00:26:18.536585365
95,222,Inbound,1506.1279461279462,0 days 00:25:06.127946127
96,222,Outbound,1408.148148148148,0 days 00:23:28.148148148
97,225,Inbound,1323.7670196671709,0 days 00:22:03.767019667
98,225,Outbound,1420.89258698941,0 days 00:23:40.892586989
99,226,Inbound,1329.86301369863,0 days 00:22:09.863013699
100,226,Outbound,1187.876712328767,0 days 00:19:47.876712329
101,23,Inbound,1940.032010243278,0 days 00:32:20.032010243
102,23,Outbound,2149.1961414791,0 days 00:35:49.196141479
103,230,Inbound,2485.2080536912754,0 days 00:41:25.208053691
104,230,Outbound,2548.7179487179487,0 days 00:42:28.717948718
105,236,Inbound,1718.8157894736842,0 days 00:28:38.815789474
106,236,Outbound,1563.421052631579,0 days 00:26:03.421052632
107,238,Inbound,2475.25,0 days 00:41:15.250000
108,238,Outbound,2535.277777777778,0 days 00:42:15.277777778
109,24,Inbound,1606.8146503884573,0 days 00:26:46.814650388
110,24,Outbound,2064.436860068259,0 days 00:34:24.436860068
111,240,Inbound,2342.2327790973873,0 days 00:39:02.232779097
112,240,Outbound,2163.956043956044,0 days 00:36:03.956043956
113,245,Inbound,1662.4615384615386,0 days 00:27:42.461538462
114,245,Outbound,1800.0,0 days 00:30:00
115,26,Inbound,790.2409638554217,0 days 00:13:10.240963855
116,26,Outbound,572.5301204819277,0 days 00:09:32.530120481
117,28,Inbound,2152.2480083131277,0 days 00:35:52.248008313
118,28,Outbound,2603.6812984138696,0 days 00:43:23.681298414
119,29,Inbound,1796.865671641791,0 days 00:29:56.865671642
120,29,Outbound,1842.803738317757,0 days 00:30:42.803738318
121,30,Inbound,1215.9105431309904,0 days 00:20:15.910543131
122,30,Outbound,1237.9893048128342,0 days 00:20:37.989304813
123,31,Inbound,967.0181657066903,0 days 00:16:07.018165707
124,31,Outbound,999.4502027940514,0 days 00:16:39.450202794
125,32,Inbound,1168.011049723757,0 days 00:19:28.011049724
126,32,Outbound,1209.712673165726,0 days 00:20:09.712673166
127,33,Inbound,1343.7777777777778,0 days 00:22:23.777777778
128,33,Outbound,1298.5157699443414,0 days 00:21:38.515769944
129,34,Inbound,1385.191222570533,0 days 00:23:05.191222571
130,34,Outbound,1321.254752851711,0 days 00:22:01.254752851
131,35,Inbound,1565.7735849056603,0 days 00:26:05.773584906
132,35,Outbound,1494.2045454545455,0 days 00:24:54.204545455
133,350,Inbound,3022.6794258373207,0 days 00:50:22.679425837
134,350,Outbound,2967.4528301886794,0 days 00:49:27.452830189
135,351,Inbound,990.0,0 days 00:16:30
136,351,Outbound,930.0,0 days 00:15:30
137,354,Inbound,3348.0,0 days 00:55:48
138,354,Outbound,3560.0,0 days 00:59:20
139,36,Inbound,1327.4849899933288,0 days 00:22:07.484989993
140,36,Outbound,1288.436018957346,0 days 00:21:28.436018957
141,37,Inbound,1197.6512455516015,0 days 00:19:57.651245552
142,37,Outbound,1094.5754716981132,0 days 00:18:14.575471698
143,38,Inbound,1204.056338028169,0 days 00:20:04.056338028
144,38,Outbound,1222.6216216216217,0 days 00:20:22.621621622
145,39,Inbound,1936.4396284829722,0 days 00:32:16.439628483
146,39,Outbound,1859.8629615531024,0 days 00:30:59.862961553
147,40,Inbound,1460.6511627906978,0 days 00:24:20.651162791
148,40,Outbound,1405.1162790697674,0 days 00:23:25.116279070
149,41,Inbound,2670.5325443786983,0 days 00:44:30.532544378
150,41,Outbound,2225.991902834008,0 days 00:37:05.991902834
151,411,Inbound,2469.4039735099336,0 days 00:41:09.403973510
152,411,Outbound,2145.245901639344,0 days 00:35:45.245901639
153,42,Inbound,965.185746777862,0 days 00:16:05.185746778
154,42,Outbound,975.9211523881729,0 days 00:16:15.921152388
155,424,Inbound,1830.0,0 days 00:30:30
156,424,Outbound,2890.0,0 days 00:48:10
157,426,Inbound,2666.9491525423728,0 days 00:44:26.949152542
158,426,Outbound,2324.3544303797466,0 days 00:38:44.354430380
159,428,Inbound,2760.0,0 days 00:46:00
160,428,Outbound,3180.0,0 days 00:53:00
161,429,Inbound,2701.823708206687,0 days 00:45:01.823708207
162,429,Outbound,2503.001686340641,0 days 00:41:43.001686341
163,43,Inbound,986.8281938325991,0 days 00:16:26.828193833
164,43,Outbound,779.3392070484582,0 days 00:12:59.339207048
165,430,Inbound,2287.4311926605506,0 days 00:38:07.431192661
166,430,Outbound,2279.080962800875,0 days 00:37:59.080962801
167,435,Inbound,4005.245901639344,0 days 01:06:45.245901639
168,435,Outbound,3968.755364806867,0 days 01:06:08.755364807
169,436,Inbound,2805.7281553398057,0 days 00:46:45.728155340
170,436,Outbound,2626.1985472154965,0 days 00:43:46.198547215
171,439,Inbound,1596.0,0 days 00:26:36
172,439,Outbound,1068.0,0 days 00:17:48
173,44,Inbound,1320.5353159851302,0 days 00:22:00.535315985
174,44,Outbound,1610.0154083204932,0 days 00:26:50.015408320
175,441,Inbound,3077.5682382133996,0 days 00:51:17.568238213
176,441,Outbound,2547.105882352941,0 days 00:42:27.105882353
177,442,Inbound,2273.3004926108374,0 days 00:37:53.300492611
178,442,Outbound,1907.0916334661354,0 days 00:31:47.091633466
179,45,Inbound,1401.7221873035826,0 days 00:23:21.722187304
180,45,Outbound,1606.0504201680671,0 days 00:26:46.050420168
181,450,Inbound,3380.2659574468084,0 days 00:56:20.265957447
182,450,Outbound,3369.1959798994976,0 days 00:56:09.195979899
183,451,Inbound,1870.0,0 days 00:31:10
184,451,Outbound,2370.0,0 days 00:39:30
185,455,Inbound,3373.0588235294117,0 days 00:56:13.058823529
186,455,Outbound,3581.9088937093275,0 days 00:59:41.908893709
187,456,Inbound,1632.0,0 days 00:27:12
188,456,Outbound,2148.0,0 days 00:35:48
189,47,Inbound,2582.1786492374727,0 days 00:43:02.178649237
190,47,Outbound,2680.6205923836387,0 days 00:44:40.620592384
191,50,Inbound,1305.2542372881355,0 days 00:21:45.254237288
192,50,Outbound,1018.9830508474577,0 days 00:16:58.983050847
193,501,Inbound,2031.661341853035,0 days 00:33:51.661341853
194,501,Outbound,2201.1508553654744,0 days 00:36:41.150855365
195,504,Inbound,1482.1330517423442,0 days 00:24:42.133051742
196,504,Outbound,1621.3650465356773,0 days 00:27:01.365046536
197,505,Inbound,2127.5510204081634,0 days 00:35:27.551020408
198,505,Outbound,2166.0,0 days 00:36:06
199,51,Inbound,1831.705069124424,0 days 00:30:31.705069124
200,51,Outbound,1913.8058551617873,0 days 00:31:53.805855162
201,52,Inbound,2012.0,0 days 00:33:32
202,52,Outbound,2388.0,0 days 00:39:48
203,55,Inbound,798.0,0 days 00:13:18
204,55,Outbound,928.4444444444445,0 days 00:15:28.444444444
205,553,Inbound,1964.0,0 days 00:32:44
206,553,Outbound,2351.5,0 days 00:39:11.500000
207,554,Inbound,2030.0,0 days 00:33:50
208,554,Outbound,1990.0,0 days 00:33:10
209,556,Inbound,1306.6666666666667,0 days 00:21:46.666666667
210,556,Outbound,1285.7142857142858,0 days 00:21:25.714285714
211,558,Inbound,1945.7142857142858,0 days 00:32:25.714285714
212,558,Outbound,1770.0,0 days 00:29:30
213,57,Inbound,1775.9135067377,0 days 00:29:35.913506738
214,57,Outbound,1659.9752781211373,0 days 00:27:39.975278121
215,59,Inbound,2292.4528301886794,0 days 00:38:12.452830189
216,59,Outbound,2348.031496062992,0 days 00:39:08.031496062
217,60,Inbound,1626.4026402640263,0 days 00:27:06.402640264
218,60,Outbound,1731.2871287128712,0 days 00:28:51.287128713
219,61,Inbound,1519.8190045248869,0 days 00:25:19.819004525
220,61,Outbound,905.4298642533937,0 days 00:15:05.429864253
221,62,Inbound,2666.823529411765,0 days 00:44:26.823529412
222,62,Outbound,2557.6470588235293,0 days 00:42:37.647058824
223,64,Inbound,1997.720207253886,0 days 00:33:17.720207254
224,64,Outbound,2099.363395225464,0 days 00:34:59.363395225
225,65,Inbound,1586.048237476809,0 days 00:26:26.048237477
226,65,Outbound,1659.0697674418604,0 days 00:27:39.069767442
227,66,Inbound,2707.2168392916806,0 days 00:45:07.216839292
228,66,Outbound,2681.6896884034695,0 days 00:44:41.689688403
229,67,Inbound,907.5,0 days 00:15:07.500000
230,67,Outbound,1362.5,0 days 00:22:42.500000
231,68,Inbound,984.7058823529412,0 days 00:16:24.705882353
232,68,Outbound,896.4705882352941,0 days 00:14:56.470588235
233,69,Inbound,1031.169757489301,0 days 00:17:11.169757489
234,69,Outbound,1096.9843527738265,0 days 00:18:16.984352774
235,70,Inbound,2776.422840962718,0 days 00:46:16.422840963
236,70,Outbound,2723.4317862165963,0 days 00:45:23.431786217
237,71,Inbound,1446.6315789473683,0 days 00:24:06.631578947
238,71,Outbound,1226.8864142538976,0 days 00:20:26.886414254
239,73,Inbound,1503.4835113794704,0 days 00:25:03.483511379
240,73,Outbound,1216.662143826323,0 days 00:20:16.662143826
241,74,Inbound,929.6170212765958,0 days 00:15:29.617021277
242,74,Outbound,935.6170212765958,0 days 00:15:35.617021277
243,743,Inbound,1692.2498321020819,0 days 00:28:12.249832102
244,743,Outbound,1505.2641878669276,0 days 00:25:05.264187867
245,75,Inbound,1003.6968576709796,0 days 00:16:43.696857671
246,75,Outbound,968.25,0 days 00:16:08.250000
247,76,Inbound,2076.0,0 days 00:34:36
248,76,Outbound,2208.0,0 days 00:36:48
249,77,Inbound,1728.6061080657792,0 days 00:28:48.606108066
250,77,Outbound,1647.2900915240748,0 days 00:27:27.290091524
251,78,Inbound,1590.7189542483661,0 days 00:26:30.718954248
252,78,Outbound,1704.0,0 days 00:28:24
253,80,Inbound,1777.2645739910313,0 days 00:29:37.264573991
254,80,Outbound,1895.7362637362637,0 days 00:31:35.736263736
255,83,Inbound,1389.6947935368044,0 days 00:23:09.694793537
256,83,Outbound,1392.320966350302,0 days 00:23:12.320966350
257,85,Inbound,1097.142857142857,0 days 00:18:17.142857143
258,85,Outbound,978.4615384615385,0 days 00:16:18.461538462
259,86,Inbound,2472.691496837667,0 days 00:41:12.691496838
260,86,Outbound,2692.789880534083,0 days 00:44:52.789880534
261,87,Inbound,1791.0764872521247,0 days 00:29:51.076487252
262,87,Outbound,1661.4369501466276,0 days 00:27:41.436950147
263,88,Inbound,1508.9488636363637,0 days 00:25:08.948863636
264,88,Outbound,1382.3410404624278,0 days 00:23:02.341040462
265,89,Inbound,1073.276740237691,0 days 00:17:53.276740238
266,89,Outbound,1217.2270742358078,0 days 00:20:17.227074236
267,90,Inbound,1878.8976377952756,0 days 00:31:18.897637795
268,90,Outbound,1792.781954887218,0 days 00:29:52.781954887
269,91,Inbound,1147.421965317919,0 days 00:19:07.421965318
270,91,Outbound,980.5317919075145,0 days 00:16:20.531791908
271,92,Inbound,1105.2054794520548,0 days 00:18:25.205479452
272,92,Outbound,1229.1298865069357,0 days 00:20:29.129886507
273,93,Inbound,1249.4172494172494,0 days 00:20:49.417249417
274,93,Outbound,1466.9305451829723,0 days 00:24:26.930545183
275,94,Inbound,1651.7857142857142,0 days 00:27:31.785714286
276,94,Outbound,1334.4285714285713,0 days 00:22:14.428571429
277,95,Inbound,1322.8301886792453,0 days 00:22:02.830188679
278,95,Outbound,1588.3528352835283,0 days 00:26:28.352835284
279,96,Inbound,1594.56,0 days 00:26:34.560000
280,96,Outbound,1594.0845070422536,0 days 00:26:34.084507042
281,97,Inbound,1545.8490566037735,0 days 00:25:45.849056604
282,97,Outbound,1605.0,0 days 00:26:45
283,99,Inbound,1789.5394736842106,0 days 00:29:49.539473684
284,99,Outbound,1939.4148020654045,0 days 00:32:19.414802065
